supplier_id,supplier_name,lead_time_days,Total_Sales
S05977,"Nestle Nigeria 5977",9,182995.05
S00829,"Nestle Nigeria 829",5,182944.60
S08853,"Nestle Nigeria 8853",6,182805.48
S00749,"Dufil Prima Foods 749",9,182781.27
S08873,"Nestle Nigeria 8873",14,182563.78
S07830,"Nestle Nigeria 7830",4,182295.62
S03291,"Dufil Prima Foods 3291",2,181915.68
S03695,"Nestle Nigeria 3695",2,181321.54
S03849,"Nestle Nigeria 3849",10,181152.00
S02473,"Dufil Prima Foods 2473",12,181020.00
S02671,"Flour Mills Nigeria 2671",8,180999.14
S02420,"Dufil Prima Foods 2420",4,180600.40
S01827,"Dufil Prima Foods 1827",4,180497.68
S07888,"Dangote Sugar 7888",8,180274.00
S04707,"Dufil Prima Foods 4707",13,180143.36
S01462,"Nestle Nigeria 1462",12,179981.32
S08269,"Flour Mills Nigeria 8269",11,179908.82
S01547,"Nestle Nigeria 1547",7,179884.60
S06964,"Dangote Sugar 6964",4,179875.84
S06870,"Dufil Prima Foods 6870",5,179848.96
S03235,"Dufil Prima Foods 3235",9,179677.40
S00706,"Flour Mills Nigeria 706",4,179286.75
S01065,"Flour Mills Nigeria 1065",8,179098.14
S01960,"Flour Mills Nigeria 1960",6,178776.52
S05547,"Flour Mills Nigeria 5547",9,178740.40
S00439,"Nestle Nigeria 439",6,178543.26
S05263,"Dufil Prima Foods 5263",8,178461.01
S05571,"Nestle Nigeria 5571",11,178451.60
S03635,"Dangote Sugar 3635",8,178289.76
S01154,"Nestle Nigeria 1154",11,178225.40
S03760,"Dangote Sugar 3760",7,178203.19
S09588,"Dangote Sugar 9588",10,177844.56
S03127,"Dangote Sugar 3127",11,177541.50
S07334,"Dangote Sugar 7334",4,177440.40
S00500,"Flour Mills Nigeria 500",14,176985.42
S00837,"Nestle Nigeria 837",10,176927.68
S03234,"Dangote Sugar 3234",4,176796.62
S07032,"Dangote Sugar 7032",3,176473.36
S06760,"Dufil Prima Foods 6760",1,176244.34
S08709,"Dangote Sugar 8709",10,176186.40
S07452,"Nestle Nigeria 7452",7,176022.28
S08037,"Flour Mills Nigeria 8037",2,175814.28
S00754,"Dufil Prima Foods 754",8,174658.00
S02445,"Flour Mills Nigeria 2445",14,174586.69
S06332,"Dufil Prima Foods 6332",9,174523.86
S07142,"Nestle Nigeria 7142",13,174488.44
S08100,"Flour Mills Nigeria 8100",2,174352.95
S06345,"Dangote Sugar 6345",3,173914.02
S04466,"Dufil Prima Foods 4466",13,173746.82
S01726,"Dufil Prima Foods 1726",6,173425.02
S02282,"Dufil Prima Foods 2282",4,173287.71
S00430,"Dangote Sugar 430",9,173117.00
S02019,"Nestle Nigeria 2019",11,172978.61
S09992,"Nestle Nigeria 9992",6,172852.65
S08866,"Flour Mills Nigeria 8866",1,172845.04
S03927,"Nestle Nigeria 3927",8,172718.40
S00313,"Dangote Sugar 313",8,172544.26
S09897,"Nestle Nigeria 9897",3,172477.55
S05283,"Dangote Sugar 5283",1,172137.24
S06532,"Flour Mills Nigeria 6532",3,172118.40
S01841,"Dangote Sugar 1841",4,171987.40
S04415,"Dufil Prima Foods 4415",1,171686.68
S01569,"Dangote Sugar 1569",7,171435.82
S07511,"Dufil Prima Foods 7511",1,171118.36
S09927,"Dangote Sugar 9927",11,170947.98
S09108,"Flour Mills Nigeria 9108",4,170857.80
S02425,"Dangote Sugar 2425",14,170508.45
S06125,"Flour Mills Nigeria 6125",10,170229.36
S07446,"Flour Mills Nigeria 7446",5,169922.60
S00199,"Dangote Sugar 199",11,169742.56
S09319,"Dufil Prima Foods 9319",8,169541.60
S08606,"Flour Mills Nigeria 8606",3,169539.81
S08467,"Dangote Sugar 8467",13,169504.28
S09151,"Nestle Nigeria 9151",6,169470.90
S02891,"Dangote Sugar 2891",14,169401.78
S08288,"Dufil Prima Foods 8288",13,169399.32
S06467,"Dufil Prima Foods 6467",13,169114.47
S00562,"Dufil Prima Foods 562",1,168986.77
S07588,"Dangote Sugar 7588",11,168802.92
S06362,"Dufil Prima Foods 6362",10,168597.04
S01725,"Dufil Prima Foods 1725",9,168462.88
S01273,"Flour Mills Nigeria 1273",12,168399.00
S01084,"Flour Mills Nigeria 1084",4,168146.79
S03618,"Nestle Nigeria 3618",4,167666.80
S08023,"Flour Mills Nigeria 8023",4,167541.96
S07719,"Nestle Nigeria 7719",9,166804.00
S09503,"Nestle Nigeria 9503",13,166744.60
S02859,"Flour Mills Nigeria 2859",3,166569.06
S06520,"Dufil Prima Foods 6520",5,166386.80
S02308,"Dufil Prima Foods 2308",8,166364.01
S06563,"Dufil Prima Foods 6563",6,166183.05
S00339,"Dangote Sugar 339",6,165726.05
S01774,"Dangote Sugar 1774",12,165612.98
S04202,"Flour Mills Nigeria 4202",1,165597.66
S06543,"Dangote Sugar 6543",8,165379.23
S00703,"Dangote Sugar 703",8,164699.92
S09507,"Nestle Nigeria 9507",14,164698.24
S01507,"Nestle Nigeria 1507",13,164514.88
S08112,"Nestle Nigeria 8112",8,164435.32
S08355,"Nestle Nigeria 8355",8,163695.60
S04144,"Flour Mills Nigeria 4144",11,163478.88
S03834,"Nestle Nigeria 3834",6,163368.36
S06555,"Flour Mills Nigeria 6555",5,163205.68
S05703,"Dangote Sugar 5703",9,163185.55
S03492,"Flour Mills Nigeria 3492",7,162914.88
S04304,"Nestle Nigeria 4304",11,162819.37
S07955,"Nestle Nigeria 7955",8,162813.21
S04840,"Flour Mills Nigeria 4840",13,162764.70
S06509,"Dufil Prima Foods 6509",3,162726.96
S06126,"Nestle Nigeria 6126",11,162370.60
S06120,"Dangote Sugar 6120",10,161757.60
S03759,"Dufil Prima Foods 3759",1,161468.91
S05915,"Nestle Nigeria 5915",10,161436.54
S02566,"Dangote Sugar 2566",13,161284.32
S04918,"Dufil Prima Foods 4918",13,160791.60
S03681,"Flour Mills Nigeria 3681",2,160640.00
S05630,"Flour Mills Nigeria 5630",1,160521.69
S05204,"Dangote Sugar 5204",13,160507.44
S04684,"Nestle Nigeria 4684",8,160317.34
S05359,"Dangote Sugar 5359",11,160041.50
S08412,"Dufil Prima Foods 8412",13,159640.08
S03100,"Nestle Nigeria 3100",8,159181.12
S02729,"Dangote Sugar 2729",12,159021.28
S08876,"Flour Mills Nigeria 8876",2,158692.61
S03745,"Nestle Nigeria 3745",10,158436.98
S08808,"Dufil Prima Foods 8808",1,157863.66
S06047,"Nestle Nigeria 6047",14,156857.85
S08214,"Dufil Prima Foods 8214",3,156806.00
S00671,"Dufil Prima Foods 671",8,156337.37
S05395,"Dufil Prima Foods 5395",8,156210.71
S04801,"Dangote Sugar 4801",8,155867.64
S01046,"Flour Mills Nigeria 1046",9,155733.06
S02948,"Nestle Nigeria 2948",12,155193.14
S03361,"Dangote Sugar 3361",4,155167.32
S04769,"Dangote Sugar 4769",4,155138.13
S07806,"Dufil Prima Foods 7806",4,155107.68
S05529,"Dangote Sugar 5529",14,154984.80
S02021,"Dufil Prima Foods 2021",10,154866.89
S02827,"Flour Mills Nigeria 2827",3,154779.03
S05231,"Flour Mills Nigeria 5231",3,154698.18
S00422,"Dufil Prima Foods 422",13,154558.20
S06857,"Dangote Sugar 6857",8,154128.98
S09505,"Dangote Sugar 9505",6,153751.80
S00813,"Nestle Nigeria 813",12,153726.40
S02419,"Nestle Nigeria 2419",1,153359.30
S06371,"Dangote Sugar 6371",10,153313.20
S05545,"Flour Mills Nigeria 5545",2,153209.92
S00082,"Nestle Nigeria 82",5,153146.43
S05926,"Nestle Nigeria 5926",14,152796.71
S07880,"Dufil Prima Foods 7880",4,152787.36
S02822,"Nestle Nigeria 2822",4,152622.90
S02746,"Flour Mills Nigeria 2746",12,152584.48
S03292,"Dangote Sugar 3292",3,152487.72
S02374,"Dufil Prima Foods 2374",7,152113.65
S08597,"Flour Mills Nigeria 8597",12,152080.72
S05399,"Nestle Nigeria 5399",4,151908.72
S00522,"Flour Mills Nigeria 522",14,151871.20
S08392,"Dangote Sugar 8392",6,151721.70
S05531,"Dufil Prima Foods 5531",12,151660.80
S04973,"Dangote Sugar 4973",10,151545.10
S09612,"Flour Mills Nigeria 9612",1,151320.96
S04727,"Dufil Prima Foods 4727",8,151317.66
S02061,"Nestle Nigeria 2061",11,151177.91
S02381,"Nestle Nigeria 2381",13,151082.40
S07527,"Nestle Nigeria 7527",2,151049.10
S00135,"Flour Mills Nigeria 135",3,150925.53
S09062,"Dufil Prima Foods 9062",1,149707.08
S08845,"Dufil Prima Foods 8845",5,149377.32
S02293,"Nestle Nigeria 2293",1,149230.35
S08994,"Dufil Prima Foods 8994",6,149137.60
S06296,"Dangote Sugar 6296",11,148951.68
S04213,"Nestle Nigeria 4213",11,148837.19
S01041,"Flour Mills Nigeria 1041",10,148390.96
S08538,"Nestle Nigeria 8538",14,148162.42
S03592,"Dangote Sugar 3592",12,147686.08
S05361,"Nestle Nigeria 5361",9,147195.36
S00198,"Dangote Sugar 198",10,147155.59
S00384,"Nestle Nigeria 384",2,147024.50
S01785,"Dufil Prima Foods 1785",7,146863.25
S06625,"Nestle Nigeria 6625",3,146524.30
S09256,"Flour Mills Nigeria 9256",2,146142.90
S02288,"Dufil Prima Foods 2288",4,145985.58
S05577,"Dufil Prima Foods 5577",7,145949.86
S04656,"Nestle Nigeria 4656",1,145714.89
S08309,"Dufil Prima Foods 8309",14,145296.00
S02962,"Dangote Sugar 2962",10,144800.56
S07682,"Flour Mills Nigeria 7682",2,144671.02
S09812,"Nestle Nigeria 9812",14,144665.43
S03244,"Dufil Prima Foods 3244",1,144543.84
S05007,"Nestle Nigeria 5007",1,144473.12
S09257,"Nestle Nigeria 9257",7,143972.92
S08096,"Flour Mills Nigeria 8096",7,143476.76
S07734,"Dangote Sugar 7734",5,143472.80
S00207,"Flour Mills Nigeria 207",14,143274.74
S00755,"Dangote Sugar 755",6,143121.30
S00167,"Nestle Nigeria 167",2,142938.12
S06127,"Dangote Sugar 6127",1,142864.56
S09314,"Nestle Nigeria 9314",7,142622.52
S06946,"Dufil Prima Foods 6946",11,142489.37
S07353,"Flour Mills Nigeria 7353",10,142416.69
S04865,"Nestle Nigeria 4865",10,142166.96
S06261,"Dangote Sugar 6261",5,142079.74
S05616,"Dufil Prima Foods 5616",1,141615.45
S09341,"Nestle Nigeria 9341",4,141128.06
S09425,"Dangote Sugar 9425",9,141024.52
S09159,"Dufil Prima Foods 9159",5,140869.80
S02444,"Flour Mills Nigeria 2444",1,140831.28
S09312,"Dufil Prima Foods 9312",12,140723.94
S06293,"Flour Mills Nigeria 6293",8,140629.58
S00597,"Nestle Nigeria 597",10,139891.50
S03982,"Dufil Prima Foods 3982",4,139780.32
S05821,"Dangote Sugar 5821",14,139716.06
S07699,"Dangote Sugar 7699",12,139366.89
S05904,"Dufil Prima Foods 5904",7,138511.46
S09578,"Flour Mills Nigeria 9578",11,138510.72
S06513,"Nestle Nigeria 6513",3,138409.46
S09339,"Dangote Sugar 9339",10,138352.95
S05985,"Flour Mills Nigeria 5985",13,137780.73
S04382,"Nestle Nigeria 4382",13,137727.63
S01140,"Dufil Prima Foods 1140",1,137616.99
S00260,"Nestle Nigeria 260",2,137201.40
S03121,"Dufil Prima Foods 3121",11,137121.05
S00083,"Dufil Prima Foods 83",9,136761.66
S00610,"Dufil Prima Foods 610",6,136433.80
S03192,"Nestle Nigeria 3192",11,136355.94
S08267,"Dangote Sugar 8267",4,136066.26
S04909,"Dangote Sugar 4909",6,136033.60
S01444,"Nestle Nigeria 1444",8,135886.53
S09754,"Nestle Nigeria 9754",1,135731.23
S03841,"Flour Mills Nigeria 3841",12,135686.22
S07826,"Dangote Sugar 7826",1,135599.52
S00558,"Nestle Nigeria 558",11,135183.75
S03198,"Dufil Prima Foods 3198",6,135055.14
S04232,"Nestle Nigeria 4232",2,134464.80
S07470,"Dangote Sugar 7470",10,134259.60
S01621,"Dufil Prima Foods 1621",4,133816.56
S04357,"Dufil Prima Foods 4357",12,133557.09
S08438,"Dangote Sugar 8438",9,133451.43
S00731,"Dangote Sugar 731",1,133388.85
S01750,"Dangote Sugar 1750",10,132954.90
S03857,"Flour Mills Nigeria 3857",6,132927.96
S01773,"Dangote Sugar 1773",11,132672.71
S09073,"Nestle Nigeria 9073",10,132546.24
S07645,"Nestle Nigeria 7645",12,132443.80
S01268,"Dufil Prima Foods 1268",5,132292.02
S03476,"Flour Mills Nigeria 3476",4,132285.21
S07788,"Dangote Sugar 7788",8,131955.21
S00001,"Dufil Prima Foods 1",8,131615.78
S06803,"Nestle Nigeria 6803",1,130826.16
S06449,"Dangote Sugar 6449",12,130467.84
S05068,"Flour Mills Nigeria 5068",7,130360.50
S02915,"Dufil Prima Foods 2915",2,130272.80
S04043,"Dufil Prima Foods 4043",8,130188.30
S09043,"Nestle Nigeria 9043",13,129928.08
S07940,"Flour Mills Nigeria 7940",13,129887.20
S07079,"Dangote Sugar 7079",12,129755.36
S00863,"Nestle Nigeria 863",13,129606.74
S01970,"Flour Mills Nigeria 1970",5,129360.33
S06024,"Flour Mills Nigeria 6024",5,129326.85
S06096,"Nestle Nigeria 6096",3,129048.92
S09748,"Nestle Nigeria 9748",5,128970.90
S03578,"Dufil Prima Foods 3578",8,128864.70
S04826,"Dangote Sugar 4826",10,128821.56
S00127,"Nestle Nigeria 127",8,128820.26
S01815,"Nestle Nigeria 1815",11,128692.33
S08422,"Dangote Sugar 8422",14,128065.50
S01741,"Nestle Nigeria 1741",7,127903.88
S09167,"Flour Mills Nigeria 9167",10,127762.80
S06413,"Nestle Nigeria 6413",8,127657.90
S07268,"Dangote Sugar 7268",14,127506.60
S00961,"Nestle Nigeria 961",2,127491.42
S06684,"Dangote Sugar 6684",13,127444.00
S09592,"Flour Mills Nigeria 9592",2,126506.25
S07487,"Dangote Sugar 7487",10,126397.72
S02510,"Flour Mills Nigeria 2510",12,126392.80
S09527,"Dufil Prima Foods 9527",1,126059.40
S09540,"Nestle Nigeria 9540",13,125779.92
S05673,"Dangote Sugar 5673",5,125595.60
S03571,"Dangote Sugar 3571",11,125566.08
S04512,"Dufil Prima Foods 4512",14,125131.72
S01121,"Dangote Sugar 1121",8,124807.32
S04516,"Dangote Sugar 4516",10,124780.81
S06600,"Dangote Sugar 6600",4,124666.60
S05781,"Nestle Nigeria 5781",12,124495.02
S03552,"Dangote Sugar 3552",10,124410.86
S01168,"Dufil Prima Foods 1168",14,124345.36
S08076,"Dangote Sugar 8076",13,124174.47
S00658,"Nestle Nigeria 658",14,123989.06
S03150,"Dufil Prima Foods 3150",3,123428.76
S07451,"Nestle Nigeria 7451",13,123102.90
S00630,"Nestle Nigeria 630",11,122912.16
S06113,"Dufil Prima Foods 6113",6,122158.40
S06090,"Dangote Sugar 6090",13,122153.22
S00318,"Dufil Prima Foods 318",7,121429.50
S02651,"Flour Mills Nigeria 2651",8,121382.55
S06821,"Dufil Prima Foods 6821",6,121369.80
S01500,"Nestle Nigeria 1500",1,120961.96
S08648,"Dangote Sugar 8648",1,120843.84
S02057,"Dufil Prima Foods 2057",14,120774.90
S08253,"Flour Mills Nigeria 8253",8,120704.40
S05216,"Flour Mills Nigeria 5216",10,120105.18
S09867,"Dangote Sugar 9867",6,119754.45
S09635,"Dufil Prima Foods 9635",4,119398.02
S08786,"Dangote Sugar 8786",1,119364.35
S07558,"Flour Mills Nigeria 7558",14,119274.54
S03343,"Dangote Sugar 3343",5,119168.98
S09970,"Nestle Nigeria 9970",7,119061.44
S05484,"Flour Mills Nigeria 5484",5,119017.20
S09303,"Flour Mills Nigeria 9303",13,118866.24
S00129,"Dangote Sugar 129",14,118735.75
S08599,"Nestle Nigeria 8599",10,118485.18
S06512,"Nestle Nigeria 6512",13,118444.26
S03818,"Flour Mills Nigeria 3818",13,118280.20
S03156,"Dangote Sugar 3156",1,118161.38
S03001,"Dangote Sugar 3001",5,118104.80
S02099,"Flour Mills Nigeria 2099",11,117594.72
S05717,"Dangote Sugar 5717",8,117564.51
S09722,"Dangote Sugar 9722",12,117544.95
S02104,"Dufil Prima Foods 2104",14,117523.10
S00750,"Dufil Prima Foods 750",13,117236.70
S08045,"Nestle Nigeria 8045",4,117160.00
S06780,"Dufil Prima Foods 6780",7,117101.18
S05681,"Dufil Prima Foods 5681",11,116880.00
S03722,"Dangote Sugar 3722",5,116761.75
S06182,"Dufil Prima Foods 6182",9,116685.72
S02558,"Dangote Sugar 2558",2,116554.90
S08108,"Flour Mills Nigeria 8108",12,116191.52
S00860,"Dangote Sugar 860",3,115958.57
S07330,"Dangote Sugar 7330",14,115914.48
S08732,"Flour Mills Nigeria 8732",3,115822.70
S02815,"Nestle Nigeria 2815",5,115805.90
S00224,"Flour Mills Nigeria 224",7,115670.49
S04367,"Flour Mills Nigeria 4367",11,115431.68
S07874,"Dufil Prima Foods 7874",3,115266.90
S06139,"Dangote Sugar 6139",7,115109.00
S08247,"Nestle Nigeria 8247",6,115096.10
S04103,"Dufil Prima Foods 4103",9,115036.46
S01990,"Dufil Prima Foods 1990",10,114576.72
S07606,"Nestle Nigeria 7606",13,114446.00
S03775,"Nestle Nigeria 3775",14,114396.80
S07294,"Dufil Prima Foods 7294",1,114093.18
S05552,"Nestle Nigeria 5552",1,114072.86
S02378,"Flour Mills Nigeria 2378",14,113984.64
S07397,"Nestle Nigeria 7397",12,113981.25
S08491,"Flour Mills Nigeria 8491",11,113950.10
S09712,"Nestle Nigeria 9712",12,113930.10
S02968,"Dufil Prima Foods 2968",11,113840.28
S05493,"Flour Mills Nigeria 5493",1,113686.70
S03747,"Dangote Sugar 3747",3,113557.47
S08857,"Flour Mills Nigeria 8857",4,113401.07
S06290,"Dangote Sugar 6290",1,112999.50
S05733,"Dangote Sugar 5733",6,112926.72
S03303,"Nestle Nigeria 3303",4,112194.00
S00181,"Dufil Prima Foods 181",7,112110.96
S02086,"Dangote Sugar 2086",8,111596.16
S00208,"Dangote Sugar 208",3,111465.65
S05572,"Flour Mills Nigeria 5572",2,111129.72
S07728,"Flour Mills Nigeria 7728",10,111110.88
S01486,"Dangote Sugar 1486",2,111054.50
S00816,"Dufil Prima Foods 816",2,110801.79
S08740,"Flour Mills Nigeria 8740",5,110791.43
S01829,"Dangote Sugar 1829",13,110668.32
S04497,"Flour Mills Nigeria 4497",10,110665.52
S00968,"Dangote Sugar 968",9,110661.60
S07007,"Dangote Sugar 7007",10,110653.84
S05906,"Dufil Prima Foods 5906",5,110634.39
S00186,"Flour Mills Nigeria 186",10,110529.84
S02253,"Nestle Nigeria 2253",4,110433.91
S03911,"Dangote Sugar 3911",6,110290.62
S06918,"Dangote Sugar 6918",10,110108.40
S01102,"Flour Mills Nigeria 1102",1,109889.71
S07132,"Dufil Prima Foods 7132",12,109679.52
S02806,"Dufil Prima Foods 2806",4,109674.15
S06215,"Flour Mills Nigeria 6215",12,109560.08
S09006,"Flour Mills Nigeria 9006",1,109383.67
S08594,"Nestle Nigeria 8594",1,109236.61
S09600,"Dufil Prima Foods 9600",1,109225.68
S02043,"Dangote Sugar 2043",8,109203.89
S06151,"Flour Mills Nigeria 6151",13,109074.72
S03682,"Nestle Nigeria 3682",10,108830.60
S05168,"Nestle Nigeria 5168",1,108776.20
S03033,"Dangote Sugar 3033",3,108716.50
S04886,"Flour Mills Nigeria 4886",1,108618.84
S08793,"Nestle Nigeria 8793",9,108171.28
S08546,"Dufil Prima Foods 8546",1,107879.71
S08718,"Dufil Prima Foods 8718",2,107646.00
S03407,"Dangote Sugar 3407",4,107587.01
S06035,"Nestle Nigeria 6035",1,107512.30
S07662,"Flour Mills Nigeria 7662",9,107485.05
S06883,"Nestle Nigeria 6883",3,106913.34
S01973,"Nestle Nigeria 1973",9,106514.10
S07067,"Dufil Prima Foods 7067",14,106429.62
S03931,"Flour Mills Nigeria 3931",5,106292.40
S02310,"Flour Mills Nigeria 2310",3,105975.32
S07327,"Flour Mills Nigeria 7327",8,105896.96
S01208,"Dufil Prima Foods 1208",12,105847.00
S08280,"Flour Mills Nigeria 8280",11,105623.72
S09532,"Dangote Sugar 9532",2,105193.44
S08400,"Dangote Sugar 8400",8,104998.65
S07465,"Dufil Prima Foods 7465",1,104737.92
S05633,"Flour Mills Nigeria 5633",6,104649.30
S01909,"Dangote Sugar 1909",7,104589.78
S01427,"Dangote Sugar 1427",13,104506.40
S07909,"Dangote Sugar 7909",2,104183.01
S08558,"Dufil Prima Foods 8558",11,104067.20
S04755,"Dufil Prima Foods 4755",9,104037.20
S08345,"Dangote Sugar 8345",6,103316.40
S03567,"Dangote Sugar 3567",5,103292.46
S01752,"Dufil Prima Foods 1752",6,103282.50
S09920,"Dangote Sugar 9920",12,103069.26
S09772,"Nestle Nigeria 9772",11,102957.60
S00399,"Dangote Sugar 399",9,102955.50
S00225,"Nestle Nigeria 225",13,102785.80
S08378,"Dangote Sugar 8378",9,102513.97
S02360,"Flour Mills Nigeria 2360",11,102389.20
S04864,"Nestle Nigeria 4864",12,102202.35
S00132,"Flour Mills Nigeria 132",9,101945.25
S09966,"Flour Mills Nigeria 9966",12,101746.38
S05219,"Dufil Prima Foods 5219",8,101733.98
S02721,"Dufil Prima Foods 2721",10,101710.14
S03813,"Flour Mills Nigeria 3813",5,101476.89
S05251,"Dufil Prima Foods 5251",3,101131.20
S03114,"Dangote Sugar 3114",4,101094.11
S06259,"Nestle Nigeria 6259",3,101045.89
S02094,"Dangote Sugar 2094",10,101021.44
S06425,"Flour Mills Nigeria 6425",10,101011.20
S05021,"Dangote Sugar 5021",1,100666.56
S02740,"Flour Mills Nigeria 2740",2,100360.86
S03569,"Dufil Prima Foods 3569",10,100033.92
S01105,"Flour Mills Nigeria 1105",9,100033.12
S05696,"Dufil Prima Foods 5696",5,99966.60
S02614,"Flour Mills Nigeria 2614",1,99569.54
S02801,"Nestle Nigeria 2801",10,99492.08
S05066,"Nestle Nigeria 5066",3,99437.13
S03735,"Flour Mills Nigeria 3735",1,99240.00
S09544,"Nestle Nigeria 9544",3,99070.80
S03349,"Dufil Prima Foods 3349",5,99035.75
S08973,"Dufil Prima Foods 8973",4,98701.20
S05435,"Nestle Nigeria 5435",4,98633.75
S04994,"Dangote Sugar 4994",11,98523.00
S02109,"Dufil Prima Foods 2109",3,98301.42
S03985,"Dufil Prima Foods 3985",10,98170.48
S01818,"Dufil Prima Foods 1818",4,98148.22
S04627,"Dufil Prima Foods 4627",3,98069.72
S04835,"Nestle Nigeria 4835",4,98004.10
S00705,"Dangote Sugar 705",6,97390.93
S02326,"Nestle Nigeria 2326",11,97324.50
S06656,"Dangote Sugar 6656",2,96867.94
S03149,"Flour Mills Nigeria 3149",1,96741.22
S05917,"Dufil Prima Foods 5917",11,95807.96
S02987,"Nestle Nigeria 2987",9,95753.04
S03863,"Nestle Nigeria 3863",1,95553.60
S07825,"Dufil Prima Foods 7825",5,95149.97
S06558,"Nestle Nigeria 6558",1,94781.55
S06787,"Dangote Sugar 6787",12,94184.64
S07205,"Dufil Prima Foods 7205",11,94068.00
S00770,"Flour Mills Nigeria 770",10,93810.75
S08608,"Nestle Nigeria 8608",7,93776.64
S07078,"Flour Mills Nigeria 7078",14,93739.53
S05951,"Dufil Prima Foods 5951",2,93606.50
S02376,"Nestle Nigeria 2376",8,93605.70
S00998,"Flour Mills Nigeria 998",14,93291.38
S06478,"Nestle Nigeria 6478",13,92914.56
S03319,"Flour Mills Nigeria 3319",5,92496.34
S09156,"Dangote Sugar 9156",7,92258.60
S05928,"Dufil Prima Foods 5928",3,92188.95
S05456,"Flour Mills Nigeria 5456",11,92149.68
S02575,"Dufil Prima Foods 2575",1,92059.12
S00700,"Nestle Nigeria 700",10,92024.79
S04541,"Dufil Prima Foods 4541",8,91854.49
S00117,"Dangote Sugar 117",2,91851.56
S06445,"Dufil Prima Foods 6445",5,91800.72
S00133,"Dufil Prima Foods 133",10,91611.52
S04896,"Flour Mills Nigeria 4896",2,91325.12
S07300,"Dufil Prima Foods 7300",7,91207.28
S06952,"Nestle Nigeria 6952",9,91165.68
S07295,"Dufil Prima Foods 7295",8,91055.74
S03056,"Nestle Nigeria 3056",1,90618.84
S07661,"Dufil Prima Foods 7661",13,90559.60
S00978,"Dufil Prima Foods 978",13,90489.85
S04572,"Dufil Prima Foods 4572",8,90246.39
S02681,"Nestle Nigeria 2681",7,90199.62
S02466,"Dufil Prima Foods 2466",1,90146.43
S02291,"Nestle Nigeria 2291",3,90000.90
S03449,"Dangote Sugar 3449",8,89985.50
S08398,"Flour Mills Nigeria 8398",10,89984.00
S08195,"Flour Mills Nigeria 8195",12,89583.57
S00551,"Nestle Nigeria 551",3,89173.92
S08993,"Nestle Nigeria 8993",4,89136.78
S05058,"Dufil Prima Foods 5058",11,88682.02
S07870,"Dufil Prima Foods 7870",6,88129.80
S06098,"Nestle Nigeria 6098",5,87681.60
S03488,"Dufil Prima Foods 3488",3,87575.04
S05257,"Dangote Sugar 5257",6,87220.10
S05315,"Nestle Nigeria 5315",5,87214.71
S04012,"Flour Mills Nigeria 4012",3,87168.57
S08104,"Flour Mills Nigeria 8104",3,86670.36
S09633,"Dufil Prima Foods 9633",12,86479.68
S03469,"Flour Mills Nigeria 3469",4,86375.64
S01541,"Nestle Nigeria 1541",3,86250.60
S00661,"Nestle Nigeria 661",6,86161.08
S06718,"Nestle Nigeria 6718",12,86151.24
S07750,"Flour Mills Nigeria 7750",7,85924.15
S06184,"Flour Mills Nigeria 6184",8,85718.24
S04620,"Dufil Prima Foods 4620",5,85607.36
S09397,"Nestle Nigeria 9397",14,85484.36
S02719,"Nestle Nigeria 2719",12,85095.00
S04126,"Flour Mills Nigeria 4126",14,84904.16
S00886,"Dufil Prima Foods 886",11,84868.32
S02020,"Dufil Prima Foods 2020",6,84596.38
S09403,"Flour Mills Nigeria 9403",5,84579.66
S07668,"Nestle Nigeria 7668",5,84562.87
S05905,"Dangote Sugar 5905",14,84318.36
S05401,"Dangote Sugar 5401",11,84050.64
S07956,"Nestle Nigeria 7956",4,83949.55
S05509,"Flour Mills Nigeria 5509",3,83839.08
S02644,"Flour Mills Nigeria 2644",8,83681.52
S05030,"Flour Mills Nigeria 5030",1,83500.77
S06457,"Flour Mills Nigeria 6457",6,83014.56
S04821,"Dufil Prima Foods 4821",8,82777.32
S08503,"Flour Mills Nigeria 8503",3,82653.76
S09799,"Nestle Nigeria 9799",6,82529.56
S09299,"Dangote Sugar 9299",3,82240.84
S03125,"Nestle Nigeria 3125",4,82141.35
S07432,"Nestle Nigeria 7432",3,81889.85
S09967,"Flour Mills Nigeria 9967",2,81749.82
S07358,"Nestle Nigeria 7358",2,81735.79
S00965,"Flour Mills Nigeria 965",4,81379.07
S02949,"Dufil Prima Foods 2949",1,80518.35
S02775,"Nestle Nigeria 2775",4,80445.54
S07435,"Dufil Prima Foods 7435",7,80324.10
S00586,"Dangote Sugar 586",10,80215.82
S02204,"Dufil Prima Foods 2204",9,80202.80
S06676,"Nestle Nigeria 6676",6,80047.13
S01865,"Dangote Sugar 1865",5,80025.96
S07654,"Dufil Prima Foods 7654",4,79842.60
S07781,"Dangote Sugar 7781",2,79665.52
S03061,"Flour Mills Nigeria 3061",3,79633.44
S05287,"Dufil Prima Foods 5287",7,79623.60
S02346,"Flour Mills Nigeria 2346",11,78953.55
S06427,"Flour Mills Nigeria 6427",10,78827.98
S00403,"Dangote Sugar 403",11,78796.71
S02880,"Nestle Nigeria 2880",10,78559.22
S02257,"Nestle Nigeria 2257",9,78496.05
S06864,"Dufil Prima Foods 6864",2,78293.91
S09489,"Nestle Nigeria 9489",1,78185.38
S07419,"Flour Mills Nigeria 7419",5,78165.26
S01926,"Nestle Nigeria 1926",3,78117.39
S06623,"Nestle Nigeria 6623",6,77929.76
S08471,"Dufil Prima Foods 8471",2,77767.80
S09291,"Dufil Prima Foods 9291",4,77652.50
