product_name,Sales_Year,Sales_Month,Sales_Month_Number,Monthly_Sales
"Nestle Product 7945",2025,June,6,105294.60
"Power Oil Product 3994",2025,October,10,105283.68
"Dangote Product 3343",2025,February,2,105272.58
"Power Oil Product 2457",2025,July,7,105205.56
"Nestle Product 4299",2025,January,1,105084.54
"Peak Product 8531",2025,January,1,105051.60
"Power Oil Product 1485",2025,March,3,105024.88
"Peak Product 9326",2025,December,12,104999.62
"Milo Product 8838",2025,March,3,104869.87
"Milo Product 6799",2025,February,2,104733.24
"Peak Product 261",2025,November,11,104594.85
"Power Oil Product 77",2025,June,6,104498.47
"Power Oil Product 1025",2025,September,9,104496.32
"Golden Penny Product 7074",2025,October,10,104290.56
"Dettol Product 4435",2025,June,6,104078.10
"Power Oil Product 6590",2025,November,11,103796.64
"Indomie Product 6429",2025,June,6,103746.08
"Dangote Product 7798",2025,March,3,103455.53
"Dettol Product 5578",2025,May,5,103442.04
"Dangote Product 8533",2025,May,5,103103.75
"Power Oil Product 3963",2025,August,8,102862.98
"Nestle Product 5857",2025,August,8,102824.82
"Peak Product 8750",2025,May,5,102591.78
"Milo Product 9941",2025,January,1,102537.82
"Golden Penny Product 5480",2025,March,3,102419.28
"Power Oil Product 8738",2025,April,4,102260.10
"Indomie Product 5197",2025,April,4,102182.58
"Dettol Product 8608",2025,March,3,101971.52
"Power Oil Product 4737",2025,September,9,101965.92
"Peak Product 148",2025,December,12,101843.68
"Golden Penny Product 4420",2025,December,12,101758.85
"Dangote Product 485",2025,September,9,101718.84
"Dettol Product 235",2025,November,11,101491.70
"Milo Product 7450",2025,January,1,101140.04
"Milo Product 4004",2025,December,12,101026.40
"Golden Penny Product 7783",2025,June,6,101015.02
"Golden Penny Product 5703",2025,November,11,101007.12
"Dettol Product 174",2025,January,1,100835.24
"Milo Product 9842",2025,March,3,100810.00
"Indomie Product 1575",2025,December,12,100382.26
"Milo Product 7729",2025,August,8,100246.50
"Golden Penny Product 1119",2025,November,11,99636.23
"Milo Product 7291",2025,November,11,99630.70
"Dangote Product 9656",2025,September,9,99366.64
"Golden Penny Product 6844",2025,January,1,99282.68
"Dettol Product 1615",2025,December,12,99255.64
"Peak Product 1926",2025,March,3,99015.90
"Milo Product 2224",2025,February,2,99015.00
"Peak Product 5719",2025,June,6,98946.10
"Indomie Product 974",2025,June,6,98805.75
"Milo Product 9900",2025,August,8,98746.53
"Nestle Product 281",2025,June,6,98538.60
"Golden Penny Product 5515",2025,August,8,98249.92
"Dangote Product 7358",2025,April,4,97918.15
"Power Oil Product 9311",2025,July,7,97414.79
"Dettol Product 4226",2025,October,10,97390.26
"Golden Penny Product 9578",2025,June,6,97376.80
"Power Oil Product 9606",2025,February,2,97337.70
"Indomie Product 1447",2025,June,6,97316.75
"Milo Product 8831",2025,February,2,97219.68
"Golden Penny Product 9332",2025,March,3,97212.57
"Golden Penny Product 5548",2025,May,5,97037.90
"Golden Penny Product 942",2025,March,3,96978.00
"Dettol Product 6849",2025,June,6,96785.60
"Nestle Product 8542",2025,October,10,96617.29
"Dettol Product 2649",2025,April,4,96564.36
"Milo Product 4595",2025,June,6,96381.49
"Indomie Product 2308",2025,February,2,96373.04
"Golden Penny Product 2959",2025,April,4,96223.26
"Golden Penny Product 7893",2025,January,1,96161.04
"Peak Product 5630",2025,June,6,96138.58
"Dettol Product 8146",2025,November,11,96083.91
"Golden Penny Product 8254",2025,April,4,95875.14
"Power Oil Product 2484",2025,April,4,95865.77
"Golden Penny Product 5652",2025,December,12,95741.90
"Peak Product 9",2025,April,4,95540.61
"Golden Penny Product 7687",2025,April,4,95334.99
"Nestle Product 9269",2025,August,8,95139.16
"Power Oil Product 4169",2025,October,10,94954.32
"Milo Product 9242",2025,November,11,94896.00
"Peak Product 6841",2025,February,2,94850.56
"Indomie Product 6419",2025,October,10,94823.44
"Power Oil Product 9989",2025,February,2,94793.28
"Indomie Product 8487",2025,January,1,94772.81
"Dangote Product 6226",2025,July,7,94665.16
"Milo Product 3337",2025,December,12,94630.90
"Peak Product 6441",2025,March,3,94269.24
"Indomie Product 5236",2025,November,11,94212.80
"Milo Product 4883",2025,February,2,94194.28
"Nestle Product 3671",2025,October,10,94166.75
"Dangote Product 9884",2025,August,8,94164.64
"Nestle Product 3879",2025,February,2,93913.56
"Nestle Product 903",2025,September,9,93753.24
"Indomie Product 3069",2025,October,10,93464.88
"Dangote Product 4376",2025,August,8,93188.00
"Golden Penny Product 685",2025,January,1,92989.36
"Power Oil Product 7202",2025,May,5,92917.84
"Milo Product 4367",2025,April,4,92722.59
"Dettol Product 2515",2025,December,12,92692.64
"Power Oil Product 9296",2025,January,1,92613.26
"Golden Penny Product 2026",2025,October,10,92565.97
"Peak Product 1481",2025,May,5,92512.44
"Milo Product 6624",2025,April,4,92485.80
"Dettol Product 3290",2025,April,4,92388.20
"Golden Penny Product 2880",2025,May,5,92340.60
"Indomie Product 2147",2025,May,5,92000.88
"Milo Product 3519",2025,December,12,91653.52
"Dettol Product 9824",2025,March,3,91305.84
"Nestle Product 2637",2025,April,4,91303.92
"Milo Product 1949",2025,June,6,91238.34
"Milo Product 5876",2025,April,4,91091.00
"Peak Product 7630",2025,August,8,91015.76
"Milo Product 5655",2025,April,4,90969.08
"Milo Product 523",2025,May,5,90918.80
"Milo Product 3806",2025,June,6,90862.00
"Dettol Product 2983",2025,April,4,90850.98
"Power Oil Product 4893",2025,December,12,90385.10
"Golden Penny Product 6358",2025,November,11,90283.20
"Indomie Product 8513",2025,May,5,90262.40
"Golden Penny Product 6251",2025,May,5,90188.00
"Milo Product 3074",2025,January,1,90109.44
"Golden Penny Product 1966",2025,December,12,90082.72
"Dettol Product 2204",2025,June,6,89981.15
"Peak Product 368",2025,December,12,89830.84
"Milo Product 4336",2025,August,8,89816.65
"Peak Product 6477",2025,September,9,89708.96
"Indomie Product 1038",2025,June,6,89685.96
"Milo Product 4370",2025,May,5,89619.96
"Power Oil Product 4442",2025,June,6,89572.27
"Golden Penny Product 3510",2025,August,8,89428.32
"Indomie Product 6260",2025,August,8,89293.68
"Peak Product 6402",2025,November,11,89244.45
"Nestle Product 3694",2025,February,2,89187.18
"Golden Penny Product 7644",2025,May,5,89127.04
"Milo Product 8912",2025,September,9,89016.62
"Nestle Product 910",2025,September,9,88748.00
"Dangote Product 4716",2025,August,8,88728.21
"Dettol Product 8669",2025,April,4,88714.56
"Power Oil Product 1144",2025,January,1,88709.28
"Peak Product 1502",2025,April,4,88584.80
"Milo Product 2199",2025,March,3,88513.96
"Dettol Product 3345",2025,July,7,88323.48
"Nestle Product 2321",2025,October,10,87899.16
"Peak Product 1",2025,April,4,87727.64
"Indomie Product 4796",2025,August,8,87722.44
"Golden Penny Product 1880",2025,January,1,87680.80
"Golden Penny Product 2297",2025,March,3,87538.32
"Power Oil Product 1425",2025,October,10,87503.22
"Milo Product 8028",2025,September,9,87485.80
"Dettol Product 1319",2025,February,2,87354.56
"Power Oil Product 500",2025,July,7,87301.90
"Power Oil Product 9882",2025,March,3,87195.70
"Golden Penny Product 6651",2025,February,2,87047.64
"Nestle Product 7106",2025,June,6,87039.90
"Dangote Product 4603",2025,October,10,86681.60
"Peak Product 4349",2025,August,8,86657.28
"Power Oil Product 9588",2025,October,10,86601.02
"Peak Product 4727",2025,January,1,86589.25
"Indomie Product 882",2025,September,9,86533.20
"Nestle Product 1745",2025,January,1,86497.00
"Golden Penny Product 2369",2025,July,7,86488.38
"Milo Product 8771",2025,June,6,86418.85
"Milo Product 3714",2025,July,7,86284.24
"Milo Product 5230",2025,March,3,86269.20
"Golden Penny Product 7316",2025,March,3,86210.52
"Golden Penny Product 5660",2025,October,10,86204.68
"Peak Product 4747",2025,April,4,86084.40
"Dangote Product 6248",2025,January,1,86014.80
"Dettol Product 7975",2025,May,5,85924.86
"Milo Product 18",2025,April,4,85704.84
"Milo Product 7965",2025,August,8,85553.20
"Power Oil Product 1728",2025,February,2,85457.05
"Nestle Product 6482",2025,February,2,85405.50
"Golden Penny Product 8485",2025,August,8,85375.40
"Milo Product 1726",2025,August,8,85284.50
"Dettol Product 3698",2025,November,11,85162.12
"Golden Penny Product 6588",2025,March,3,85097.76
"Nestle Product 5803",2025,August,8,85033.92
"Dangote Product 1467",2025,August,8,84951.40
"Golden Penny Product 8239",2025,September,9,84893.20
"Peak Product 9581",2025,December,12,84750.90
"Golden Penny Product 5216",2025,May,5,84661.72
"Indomie Product 2545",2025,July,7,84659.40
"Power Oil Product 1759",2025,May,5,84600.00
"Indomie Product 1546",2025,August,8,84564.35
"Nestle Product 8242",2025,October,10,84518.32
"Golden Penny Product 4684",2025,October,10,84419.28
"Peak Product 3827",2025,April,4,84333.34
"Golden Penny Product 39",2025,May,5,84042.70
"Golden Penny Product 7611",2025,June,6,84040.29
"Indomie Product 4788",2025,October,10,83806.50
"Golden Penny Product 4598",2025,September,9,83634.80
"Dettol Product 9132",2025,May,5,83618.80
"Peak Product 1142",2025,June,6,83498.04
"Golden Penny Product 3014",2025,February,2,83486.82
"Milo Product 4740",2025,October,10,83404.32
"Dettol Product 3481",2025,August,8,83347.40
"Nestle Product 5387",2025,April,4,82748.08
"Milo Product 4687",2025,November,11,82672.59
"Power Oil Product 9409",2025,May,5,82536.12
"Dangote Product 3777",2025,November,11,82429.95
"Dangote Product 8128",2025,May,5,82368.86
"Peak Product 9972",2025,September,9,82355.31
"Peak Product 5120",2025,November,11,82280.45
"Indomie Product 5512",2025,June,6,82218.42
"Milo Product 8561",2025,January,1,82195.51
"Golden Penny Product 2257",2025,April,4,82080.00
"Peak Product 6605",2025,February,2,82069.89
"Indomie Product 3525",2025,May,5,81913.95
"Dangote Product 8192",2025,January,1,81623.93
"Dangote Product 4584",2025,June,6,81623.92
"Dettol Product 9238",2025,November,11,81613.44
"Nestle Product 8179",2025,October,10,81551.10
"Nestle Product 4979",2025,September,9,81283.52
"Dangote Product 8590",2025,August,8,80987.31
"Indomie Product 881",2025,July,7,80899.92
"Power Oil Product 5952",2025,November,11,80862.60
"Nestle Product 8747",2025,December,12,80413.12
"Milo Product 7735",2025,February,2,80393.80
"Golden Penny Product 6004",2025,October,10,80344.28
"Peak Product 7980",2025,November,11,80286.00
"Indomie Product 4464",2025,March,3,80231.98
"Peak Product 3540",2025,January,1,80195.40
"Golden Penny Product 1427",2025,March,3,80112.25
"Indomie Product 5330",2025,June,6,79858.52
"Golden Penny Product 4880",2025,June,6,79803.68
"Nestle Product 4221",2025,June,6,79746.08
"Power Oil Product 8017",2025,April,4,79551.06
"Dettol Product 9940",2025,November,11,79463.78
"Dangote Product 8294",2025,November,11,79252.42
"Dangote Product 6885",2025,March,3,79198.52
"Peak Product 6960",2025,August,8,78747.68
"Golden Penny Product 9793",2025,May,5,78733.90
"Dangote Product 6296",2025,April,4,78585.56
"Peak Product 122",2025,August,8,78365.30
"Dettol Product 337",2025,April,4,78280.84
"Nestle Product 7501",2025,April,4,78268.20
"Peak Product 5565",2025,January,1,78153.95
"Golden Penny Product 4332",2025,August,8,78070.80
"Peak Product 9908",2025,January,1,77787.32
"Golden Penny Product 410",2025,September,9,77466.09
"Indomie Product 7841",2025,March,3,77106.24
"Power Oil Product 8956",2025,April,4,76955.28
"Dangote Product 8962",2025,July,7,76903.92
"Golden Penny Product 1552",2025,December,12,76421.25
"Dangote Product 5834",2025,July,7,76246.60
"Dangote Product 9755",2025,September,9,76204.06
"Indomie Product 4346",2025,July,7,76183.02
"Nestle Product 5285",2025,September,9,76143.00
"Milo Product 3912",2025,January,1,76087.45
"Golden Penny Product 3574",2025,October,10,75961.98
"Peak Product 8310",2025,April,4,75932.64
"Indomie Product 4102",2025,October,10,75699.80
"Golden Penny Product 4410",2025,May,5,75095.87
"Indomie Product 8086",2025,July,7,75041.58
"Nestle Product 3024",2025,September,9,74932.00
"Dettol Product 5248",2025,March,3,74888.50
"Dangote Product 8427",2025,December,12,74817.21
"Peak Product 3786",2025,July,7,74793.92
"Power Oil Product 2385",2025,February,2,74735.04
"Golden Penny Product 3782",2025,June,6,74482.00
"Nestle Product 590",2025,June,6,74480.31
"Peak Product 5524",2025,March,3,74299.68
"Dangote Product 7792",2025,August,8,74212.88
"Power Oil Product 3356",2025,November,11,74186.01
"Peak Product 9460",2025,August,8,74114.46
"Golden Penny Product 3283",2025,August,8,74073.36
"Milo Product 8586",2025,February,2,73892.97
"Dangote Product 1090",2025,January,1,73705.70
"Golden Penny Product 6859",2025,January,1,73460.08
"Dettol Product 9910",2025,October,10,73320.66
"Milo Product 3604",2025,October,10,73276.97
"Dangote Product 8530",2025,April,4,73221.15
"Milo Product 8398",2025,June,6,73152.18
"Dettol Product 5425",2025,September,9,72864.26
"Dangote Product 3775",2025,December,12,72562.38
"Milo Product 6921",2025,December,12,72411.18
"Peak Product 5966",2025,June,6,72042.10
"Peak Product 215",2025,June,6,71964.88
"Dangote Product 5329",2025,April,4,71922.20
"Golden Penny Product 9211",2025,September,9,71838.58
"Dangote Product 1403",2025,June,6,71686.92
"Golden Penny Product 3688",2025,June,6,71676.20
"Power Oil Product 2089",2025,January,1,71289.88
"Dettol Product 3821",2025,January,1,71267.70
"Dettol Product 568",2025,October,10,71250.60
"Milo Product 2471",2025,September,9,71183.80
"Milo Product 8218",2025,July,7,71074.20
"Dangote Product 7685",2025,March,3,70875.92
"Dettol Product 6079",2025,April,4,70867.80
"Nestle Product 7602",2025,July,7,70667.28
"Nestle Product 3215",2025,June,6,70661.36
"Power Oil Product 9390",2025,August,8,70434.80
"Peak Product 9509",2025,October,10,70364.30
"Dangote Product 3785",2025,November,11,70144.65
"Dangote Product 1520",2025,May,5,69941.91
"Dangote Product 3801",2025,April,4,69783.48
"Nestle Product 8503",2025,July,7,69783.22
"Dangote Product 1080",2025,December,12,69572.50
"Dangote Product 9913",2025,April,4,69423.12
"Golden Penny Product 2508",2025,November,11,69294.44
"Power Oil Product 3427",2025,November,11,68961.18
"Power Oil Product 2041",2025,September,9,68961.15
"Peak Product 2397",2025,April,4,68919.60
"Power Oil Product 7478",2025,September,9,68886.56
"Dangote Product 2520",2025,January,1,68803.12
"Dangote Product 3410",2025,June,6,68730.27
"Dettol Product 177",2025,February,2,68725.23
"Milo Product 7727",2026,January,1,68579.41
"Dangote Product 6656",2025,February,2,68563.56
"Milo Product 9711",2025,March,3,68555.75
"Milo Product 5913",2025,March,3,68404.56
"Peak Product 3316",2025,November,11,68391.17
"Power Oil Product 9686",2025,May,5,68391.00
"Golden Penny Product 1299",2025,June,6,68351.39
"Milo Product 2144",2025,March,3,68333.47
"Power Oil Product 401",2025,July,7,68323.68
"Power Oil Product 8813",2025,April,4,68258.74
"Milo Product 1544",2025,December,12,68120.39
"Power Oil Product 6961",2025,February,2,68068.34
"Golden Penny Product 6152",2025,March,3,67962.72
"Dettol Product 7216",2025,January,1,67862.10
"Golden Penny Product 9345",2025,October,10,67730.78
"Indomie Product 5641",2025,March,3,67678.80
"Nestle Product 4529",2025,July,7,67574.80
"Power Oil Product 7920",2025,June,6,67452.56
"Dettol Product 4264",2025,September,9,67403.04
"Power Oil Product 1595",2025,December,12,67297.92
"Indomie Product 4663",2025,March,3,67234.08
"Golden Penny Product 6457",2025,July,7,67230.84
"Dangote Product 6275",2025,September,9,67085.00
"Dangote Product 8735",2025,February,2,66948.60
"Nestle Product 1494",2025,November,11,66861.32
"Power Oil Product 4161",2025,March,3,66844.20
"Dangote Product 9105",2025,November,11,66814.90
"Power Oil Product 8403",2025,January,1,66623.32
"Milo Product 9740",2025,April,4,66303.48
"Dettol Product 779",2025,July,7,66223.80
"Milo Product 6976",2025,April,4,66194.82
"Dettol Product 9146",2025,December,12,66109.68
"Golden Penny Product 4660",2025,April,4,66087.71
"Milo Product 7710",2025,March,3,66085.76
"Milo Product 7508",2025,August,8,65976.48
"Indomie Product 3261",2025,August,8,65897.88
"Peak Product 7360",2025,May,5,65736.90
"Milo Product 1087",2025,October,10,65730.20
"Peak Product 9761",2025,October,10,65218.96
"Dettol Product 2858",2025,June,6,65155.40
"Nestle Product 6893",2025,April,4,65030.24
"Dettol Product 7827",2025,January,1,64933.38
"Power Oil Product 6857",2025,April,4,64901.46
"Peak Product 6606",2025,January,1,64712.52
"Golden Penny Product 225",2025,January,1,64420.20
"Indomie Product 576",2025,November,11,64293.95
"Dangote Product 5976",2025,May,5,64247.34
"Dettol Product 1096",2025,August,8,64064.52
"Indomie Product 3141",2025,May,5,64039.08
"Nestle Product 6433",2025,June,6,64002.75
"Golden Penny Product 3720",2025,December,12,63956.34
"Nestle Product 4473",2025,March,3,63924.24
"Dangote Product 1992",2025,August,8,63776.64
"Nestle Product 2868",2025,September,9,63755.04
"Nestle Product 9240",2025,July,7,63737.13
"Power Oil Product 8775",2025,March,3,63731.22
"Power Oil Product 233",2025,April,4,63601.58
"Dettol Product 7552",2025,February,2,63572.86
"Milo Product 3001",2025,June,6,63568.00
"Indomie Product 8471",2025,July,7,63566.16
"Dettol Product 4059",2025,September,9,63505.68
"Power Oil Product 8171",2025,December,12,63453.26
"Dettol Product 3937",2025,January,1,63425.85
"Dettol Product 4789",2025,September,9,63276.64
"Nestle Product 9807",2025,August,8,63084.63
"Dettol Product 3150",2025,June,6,63032.26
"Dettol Product 444",2025,July,7,62924.18
"Nestle Product 6302",2025,April,4,62898.25
"Nestle Product 7763",2025,April,4,62887.65
"Golden Penny Product 3329",2025,September,9,62836.80
"Golden Penny Product 8094",2025,January,1,62694.60
"Milo Product 7061",2025,May,5,62653.08
"Dangote Product 8938",2025,May,5,62521.52
"Power Oil Product 2018",2025,December,12,62453.34
"Nestle Product 4340",2025,October,10,62330.92
"Power Oil Product 79",2025,October,10,62272.49
"Dettol Product 7045",2025,August,8,62190.28
"Golden Penny Product 682",2025,March,3,62167.60
"Nestle Product 6208",2025,May,5,62106.12
"Dettol Product 4184",2025,April,4,62104.77
"Indomie Product 1828",2025,February,2,62068.71
"Milo Product 5053",2025,July,7,61958.04
"Dangote Product 9102",2025,June,6,61917.87
"Peak Product 7445",2025,November,11,61896.27
"Nestle Product 4808",2025,May,5,61733.62
"Indomie Product 8793",2025,September,9,61689.32
"Indomie Product 9875",2025,October,10,61663.50
"Peak Product 776",2025,April,4,61564.44
"Golden Penny Product 6435",2026,January,1,61563.24
"Nestle Product 8091",2025,January,1,61493.52
"Peak Product 1235",2025,October,10,61435.76
"Dettol Product 58",2025,July,7,61346.67
"Peak Product 8418",2025,July,7,61288.26
"Golden Penny Product 5348",2025,February,2,61180.84
"Golden Penny Product 4477",2025,May,5,61047.78
"Dettol Product 2776",2025,November,11,60441.48
"Dangote Product 9183",2025,July,7,60251.94
"Indomie Product 9844",2025,January,1,60001.04
"Peak Product 4403",2025,September,9,59677.75
"Nestle Product 2568",2025,September,9,59634.45
"Nestle Product 435",2025,April,4,59419.62
"Milo Product 3051",2025,September,9,59185.60
"Golden Penny Product 7410",2025,December,12,59107.67
"Peak Product 9402",2025,August,8,59070.08
"Dettol Product 7380",2025,August,8,58946.16
"Indomie Product 1478",2025,January,1,58660.25
"Nestle Product 3847",2025,March,3,58525.88
"Dettol Product 4743",2025,April,4,58485.30
"Power Oil Product 2631",2025,August,8,58438.05
"Dangote Product 5917",2025,August,8,58353.60
"Peak Product 3159",2025,October,10,58311.82
"Power Oil Product 6706",2025,May,5,58114.80
"Dangote Product 5934",2025,September,9,57907.92
"Dangote Product 8788",2025,February,2,57791.07
"Milo Product 2770",2025,November,11,57782.02
"Nestle Product 7430",2025,February,2,57672.89
"Milo Product 2480",2025,July,7,57672.70
"Peak Product 7622",2026,January,1,57542.10
"Dangote Product 4963",2025,March,3,57527.60
"Power Oil Product 4825",2025,April,4,57462.60
"Dettol Product 8365",2025,March,3,57415.82
"Milo Product 4288",2025,August,8,57347.12
"Peak Product 7230",2025,August,8,57255.48
"Golden Penny Product 9719",2025,July,7,57247.81
"Nestle Product 566",2025,June,6,57141.12
"Dettol Product 3660",2025,March,3,57089.04
"Indomie Product 74",2025,February,2,56919.24
"Peak Product 9683",2025,March,3,56693.04
"Dangote Product 4390",2025,November,11,56447.16
"Power Oil Product 1556",2025,March,3,56430.18
"Golden Penny Product 2455",2025,November,11,56416.36
"Indomie Product 9325",2025,November,11,56404.65
"Power Oil Product 7633",2025,July,7,56393.76
"Milo Product 5276",2025,December,12,56351.05
"Nestle Product 3372",2025,June,6,56238.90
"Dangote Product 3121",2025,October,10,56177.34
"Golden Penny Product 4097",2025,July,7,56136.68
"Dettol Product 1564",2025,March,3,56051.64
"Power Oil Product 5345",2025,October,10,55955.88
"Dettol Product 3455",2025,October,10,55769.25
"Nestle Product 6174",2025,July,7,55564.50
"Indomie Product 5949",2025,March,3,55465.86
"Indomie Product 6415",2025,February,2,55405.08
"Nestle Product 306",2025,February,2,55373.78
"Power Oil Product 8106",2025,February,2,55368.48
"Golden Penny Product 8926",2025,January,1,55299.65
"Dettol Product 7434",2025,May,5,55045.27
"Dangote Product 3932",2025,January,1,54989.69
"Dettol Product 8892",2025,August,8,54934.32
"Peak Product 1540",2025,July,7,54923.07
"Indomie Product 7310",2025,January,1,54865.97
"Milo Product 6803",2025,June,6,54846.56
"Milo Product 1917",2025,February,2,54702.50
"Power Oil Product 873",2025,August,8,54594.93
"Peak Product 6690",2025,August,8,54054.21
"Dangote Product 4114",2025,July,7,53973.33
"Dangote Product 5012",2025,March,3,53890.56
"Nestle Product 9505",2025,November,11,53847.93
"Golden Penny Product 7002",2025,November,11,53772.96
"Dettol Product 593",2025,March,3,53758.00
"Dettol Product 8282",2025,July,7,53744.25
"Golden Penny Product 1886",2025,February,2,53633.96
"Golden Penny Product 2496",2025,December,12,53626.32
"Golden Penny Product 301",2025,October,10,53577.35
"Peak Product 522",2025,July,7,53571.10
"Golden Penny Product 2065",2025,August,8,53557.52
"Golden Penny Product 2564",2025,December,12,53314.80
"Milo Product 8607",2025,March,3,53266.43
"Power Oil Product 1533",2025,June,6,53146.46
"Peak Product 9319",2025,September,9,53056.96
"Peak Product 2717",2025,October,10,52996.80
"Golden Penny Product 5263",2025,November,11,52686.76
"Golden Penny Product 7829",2025,March,3,52622.14
"Power Oil Product 4375",2025,August,8,52561.80
"Dettol Product 8486",2025,July,7,52431.95
"Dettol Product 7327",2025,December,12,52255.32
"Nestle Product 8803",2025,May,5,51967.65
"Milo Product 8526",2025,March,3,51955.90
"Dangote Product 9997",2025,June,6,51893.04
"Indomie Product 7868",2025,July,7,51640.20
"Milo Product 395",2025,June,6,51572.62
"Power Oil Product 3884",2025,July,7,51296.41
"Dettol Product 7127",2025,July,7,51167.96
"Milo Product 3872",2025,February,2,51102.48
"Indomie Product 6255",2025,June,6,50958.72
"Peak Product 7946",2025,January,1,50922.48
"Peak Product 2162",2025,August,8,50887.26
"Nestle Product 3640",2025,July,7,50797.50
"Nestle Product 6659",2025,September,9,50763.18
"Golden Penny Product 4599",2025,March,3,50736.06
"Dettol Product 7298",2025,December,12,50667.80
"Peak Product 1708",2025,September,9,50626.20
"Indomie Product 8089",2025,July,7,50480.60
"Milo Product 7220",2025,May,5,50439.09
"Dettol Product 6333",2025,December,12,50416.03
"Milo Product 3628",2025,December,12,50391.30
"Indomie Product 2194",2025,January,1,50210.84
"Peak Product 6684",2025,November,11,50141.76
"Dangote Product 3977",2025,March,3,49832.28
"Peak Product 7971",2025,June,6,49683.03
"Peak Product 3019",2025,February,2,49282.61
"Milo Product 7895",2025,August,8,49204.80
"Milo Product 7467",2025,April,4,49189.60
"Nestle Product 5478",2025,September,9,49180.75
"Dangote Product 4210",2025,June,6,49169.68
"Peak Product 2481",2025,July,7,48913.40
"Dettol Product 5625",2025,April,4,48756.84
"Golden Penny Product 9555",2025,October,10,48728.88
"Dangote Product 6395",2025,March,3,48568.74
"Dettol Product 3975",2025,November,11,48436.08
"Dangote Product 9964",2025,January,1,48366.75
"Peak Product 9879",2025,September,9,48224.96
"Indomie Product 8363",2025,June,6,48176.48
"Dettol Product 3726",2025,October,10,47685.81
"Dettol Product 6898",2025,November,11,47627.44
"Dangote Product 4180",2025,January,1,47599.97
"Golden Penny Product 2991",2025,January,1,47267.74
"Indomie Product 4235",2025,November,11,47255.40
"Power Oil Product 6340",2025,January,1,47116.36
"Power Oil Product 6880",2025,May,5,46965.09
"Golden Penny Product 972",2025,June,6,46898.73
"Nestle Product 3013",2025,May,5,46891.00
"Dettol Product 724",2025,May,5,46847.61
"Indomie Product 6804",2025,March,3,46847.10
"Nestle Product 1379",2025,August,8,46809.40
"Milo Product 6553",2025,August,8,46729.20
"Power Oil Product 3407",2025,May,5,46704.90
"Dangote Product 9637",2025,July,7,46633.98
"Dettol Product 2561",2025,September,9,46463.73
"Dettol Product 7664",2025,August,8,46391.76
"Nestle Product 6897",2025,June,6,46221.64
"Dettol Product 4936",2025,April,4,46189.80
"Milo Product 2560",2025,February,2,46132.52
"Power Oil Product 3598",2025,March,3,46080.55
"Nestle Product 5914",2025,September,9,45902.30
"Power Oil Product 9446",2025,May,5,45606.40
"Milo Product 454",2025,January,1,45558.93
"Golden Penny Product 6203",2025,September,9,45446.45
"Golden Penny Product 4131",2025,January,1,45374.82
"Peak Product 2006",2025,April,4,45296.60
"Indomie Product 7771",2025,March,3,45238.62
"Golden Penny Product 468",2025,March,3,45218.67
"Golden Penny Product 4283",2025,June,6,45187.65
"Golden Penny Product 1965",2025,September,9,45182.90
"Dangote Product 2592",2025,March,3,45165.16
"Power Oil Product 8164",2025,May,5,44909.37
"Nestle Product 606",2025,August,8,44843.19
"Dangote Product 7455",2025,November,11,44782.48
"Power Oil Product 4430",2025,December,12,44782.20
"Dettol Product 3515",2025,January,1,44717.29
"Milo Product 272",2025,January,1,44602.12
"Power Oil Product 5009",2025,March,3,44601.70
"Nestle Product 3327",2025,September,9,44516.01
"Golden Penny Product 9365",2025,February,2,44497.39
"Power Oil Product 9116",2025,October,10,44492.50
"Dangote Product 1397",2025,March,3,44144.08
"Indomie Product 6969",2025,July,7,44036.37
"Indomie Product 385",2025,March,3,43861.62
"Milo Product 5508",2025,October,10,43707.72
"Milo Product 9499",2025,March,3,43553.76
"Golden Penny Product 7957",2025,July,7,43538.57
"Golden Penny Product 7421",2025,May,5,43506.86
"Dangote Product 6850",2025,November,11,43415.70
"Indomie Product 457",2025,April,4,43264.43
"Dettol Product 4329",2025,October,10,43261.46
"Milo Product 3039",2025,August,8,43221.24
"Golden Penny Product 3048",2025,November,11,43130.80
"Power Oil Product 8470",2025,June,6,42854.88
"Indomie Product 868",2025,May,5,42631.40
"Dettol Product 6349",2025,May,5,42512.36
"Nestle Product 4527",2025,February,2,42476.37
"Dangote Product 832",2025,April,4,42453.40
"Peak Product 5142",2025,February,2,42426.81
"Peak Product 3897",2025,August,8,42268.00
"Dangote Product 968",2025,November,11,42228.10
"Nestle Product 6073",2025,March,3,42191.92
"Power Oil Product 9098",2025,October,10,42151.20
"Dangote Product 7407",2025,July,7,42064.32
"Dangote Product 706",2025,January,1,41994.08
"Nestle Product 553",2025,March,3,41848.17
"Dangote Product 9612",2025,March,3,41841.20
"Nestle Product 9608",2025,February,2,41824.08
"Milo Product 5858",2025,February,2,41766.65
"Dettol Product 172",2025,March,3,41749.40
"Dettol Product 6712",2025,March,3,41620.11
"Peak Product 7417",2025,September,9,41580.00
"Indomie Product 2604",2025,March,3,41571.38
"Power Oil Product 346",2025,September,9,41555.79
"Milo Product 6182",2025,September,9,41523.60
"Dettol Product 2901",2025,September,9,41254.51
"Dangote Product 9084",2025,January,1,41233.50
"Power Oil Product 5612",2025,September,9,41182.12
"Dettol Product 9815",2025,September,9,41120.55
"Dettol Product 9253",2025,April,4,41099.20
"Dettol Product 7194",2025,January,1,40929.60
"Peak Product 7104",2025,March,3,40904.43
"Milo Product 6373",2025,June,6,40884.58
