supplier_id,supplier_name,lead_time_days,supplier_rating
S07382,Dufil Prima Foods 7382,5,3.8
S07383,Dangote Sugar 7383,6,4.4
S07384,Nestle Nigeria 7384,8,3.6
S07385,Nestle Nigeria 7385,11,3.5
S07386,Dangote Sugar 7386,5,3.6
S07387,Flour Mills Nigeria 7387,5,4.5
S07388,Dufil Prima Foods 7388,3,4.4
S07389,Dufil Prima Foods 7389,9,4.8
S07390,Nestle Nigeria 7390,11,4.3
S07391,Dangote Sugar 7391,6,3.8
S07392,Flour Mills Nigeria 7392,13,3.7
S07393,Flour Mills Nigeria 7393,11,4.2
S07394,Flour Mills Nigeria 7394,14,3.9
S07395,Flour Mills Nigeria 7395,12,4.8
S07396,Flour Mills Nigeria 7396,12,4.4
S07397,Nestle Nigeria 7397,12,4.1
S07398,Dufil Prima Foods 7398,1,3.6
S07399,Nestle Nigeria 7399,2,4.9
S07400,Flour Mills Nigeria 7400,9,4.8
S07401,Dufil Prima Foods 7401,13,3.9
S07402,Flour Mills Nigeria 7402,1,3.6
S07403,Dangote Sugar 7403,11,5.0
S07404,Flour Mills Nigeria 7404,11,3.7
S07405,Nestle Nigeria 7405,12,4.7
S07406,Dangote Sugar 7406,10,5.0
S07407,Nestle Nigeria 7407,3,4.2
S07408,Dangote Sugar 7408,11,4.0
S07409,Dangote Sugar 7409,14,3.6
S07410,Nestle Nigeria 7410,9,4.4
S07411,Nestle Nigeria 7411,5,4.2
S07412,Dangote Sugar 7412,10,4.4
S07413,Nestle Nigeria 7413,12,4.8
S07414,Nestle Nigeria 7414,14,4.0
S07415,Dufil Prima Foods 7415,8,4.5
S07416,Nestle Nigeria 7416,3,4.5
S07417,Dufil Prima Foods 7417,2,4.1
S07418,Dangote Sugar 7418,4,4.6
S07419,Flour Mills Nigeria 7419,5,4.0
S07420,Dangote Sugar 7420,12,4.5
S07421,Nestle Nigeria 7421,7,3.6
S07422,Dangote Sugar 7422,4,4.3
S07423,Dangote Sugar 7423,6,4.0
S07424,Dangote Sugar 7424,10,4.4
S07425,Flour Mills Nigeria 7425,4,4.9
S07426,Dufil Prima Foods 7426,8,4.5
S07427,Dangote Sugar 7427,5,4.6
S07428,Dangote Sugar 7428,13,4.8
S07429,Dangote Sugar 7429,4,4.6
S07430,Flour Mills Nigeria 7430,2,4.6
S07431,Flour Mills Nigeria 7431,4,4.8
S07432,Nestle Nigeria 7432,3,4.6
S07433,Flour Mills Nigeria 7433,3,3.7
S07434,Dufil Prima Foods 7434,2,4.8
S07435,Dufil Prima Foods 7435,7,3.7
S07436,Flour Mills Nigeria 7436,13,4.7
S07437,Dufil Prima Foods 7437,4,4.8
S07438,Flour Mills Nigeria 7438,11,3.5
S07439,Nestle Nigeria 7439,4,5.0
S07440,Nestle Nigeria 7440,7,4.0
S07441,Nestle Nigeria 7441,11,4.3
S07442,Flour Mills Nigeria 7442,1,4.9
S07443,Dangote Sugar 7443,13,4.8
S07444,Dufil Prima Foods 7444,2,4.8
S07445,Dangote Sugar 7445,5,4.3
S07446,Flour Mills Nigeria 7446,5,4.7
S07447,Flour Mills Nigeria 7447,1,4.3
S07448,Dufil Prima Foods 7448,7,4.1
S07449,Flour Mills Nigeria 7449,6,4.8
S07450,Nestle Nigeria 7450,7,3.7
S07451,Nestle Nigeria 7451,13,3.9
S07452,Nestle Nigeria 7452,7,3.9
S07453,Dufil Prima Foods 7453,10,4.0
S07454,Dangote Sugar 7454,7,4.9
S07455,Nestle Nigeria 7455,1,4.0
S07456,Dangote Sugar 7456,1,4.2
S07457,Nestle Nigeria 7457,3,4.1
S07458,Flour Mills Nigeria 7458,7,3.8
S07459,Flour Mills Nigeria 7459,14,4.2
S07460,Dufil Prima Foods 7460,3,4.1
S07461,Nestle Nigeria 7461,6,3.8
S07462,Nestle Nigeria 7462,1,4.4
S07463,Dufil Prima Foods 7463,7,3.7
S07464,Nestle Nigeria 7464,6,4.7
S07465,Dufil Prima Foods 7465,1,3.6
S07466,Flour Mills Nigeria 7466,1,4.8
S07467,Dangote Sugar 7467,1,4.2
S07468,Nestle Nigeria 7468,3,3.7
S07469,Nestle Nigeria 7469,11,4.0
S07470,Dangote Sugar 7470,10,4.4
S07471,Flour Mills Nigeria 7471,8,4.3
S07472,Dangote Sugar 7472,9,4.2
S07473,Dufil Prima Foods 7473,4,3.9
S07474,Dangote Sugar 7474,4,4.3
S07475,Dufil Prima Foods 7475,12,4.1
S07476,Dufil Prima Foods 7476,1,4.5
S07477,Dufil Prima Foods 7477,11,4.7
S07478,Dufil Prima Foods 7478,10,4.7
S07479,Dufil Prima Foods 7479,14,3.7
S07480,Flour Mills Nigeria 7480,4,4.1
S07481,Flour Mills Nigeria 7481,12,4.9
S07482,Dangote Sugar 7482,11,4.1
S07483,Dangote Sugar 7483,14,3.5
S07484,Nestle Nigeria 7484,4,5.0
S07485,Dufil Prima Foods 7485,9,3.7
S07486,Nestle Nigeria 7486,4,4.5
S07487,Dangote Sugar 7487,10,4.6
S07488,Flour Mills Nigeria 7488,9,3.8
S07489,Flour Mills Nigeria 7489,7,3.7
S07490,Nestle Nigeria 7490,10,4.1
S07491,Nestle Nigeria 7491,7,4.0
S07492,Flour Mills Nigeria 7492,5,4.3
S07493,Dufil Prima Foods 7493,13,4.2
S07494,Dangote Sugar 7494,6,4.4
S07495,Dangote Sugar 7495,2,4.3
S07496,Nestle Nigeria 7496,7,4.3
S07497,Flour Mills Nigeria 7497,9,4.4
S07498,Flour Mills Nigeria 7498,10,4.6
S07499,Nestle Nigeria 7499,1,4.2
S07500,Dufil Prima Foods 7500,5,3.9
S07501,Flour Mills Nigeria 7501,8,4.7
S07502,Dangote Sugar 7502,3,4.7
S07503,Nestle Nigeria 7503,10,4.9
S07504,Nestle Nigeria 7504,13,4.9
S07505,Dangote Sugar 7505,6,3.7
S07506,Dangote Sugar 7506,1,4.9
S07507,Nestle Nigeria 7507,1,4.3
S07508,Dufil Prima Foods 7508,4,5.0
S07509,Dufil Prima Foods 7509,14,4.1
S07510,Nestle Nigeria 7510,8,4.9
S07511,Dufil Prima Foods 7511,1,4.9
S07512,Nestle Nigeria 7512,3,4.8
S07513,Flour Mills Nigeria 7513,14,4.5
S07514,Nestle Nigeria 7514,11,4.1
S07515,Flour Mills Nigeria 7515,4,4.6
S07516,Nestle Nigeria 7516,9,4.7
S07517,Dufil Prima Foods 7517,8,5.0
S07518,Nestle Nigeria 7518,11,4.1
S07519,Dangote Sugar 7519,9,4.5
S07520,Nestle Nigeria 7520,4,4.1
S07521,Flour Mills Nigeria 7521,8,4.6
S07522,Dangote Sugar 7522,1,4.2
S07523,Flour Mills Nigeria 7523,12,4.4
S07524,Dufil Prima Foods 7524,2,4.3
S07525,Flour Mills Nigeria 7525,11,4.5
S07526,Dangote Sugar 7526,2,4.8
S07527,Nestle Nigeria 7527,2,4.4
S07528,Dangote Sugar 7528,3,4.3
S07529,Dufil Prima Foods 7529,4,4.7
S07530,Dufil Prima Foods 7530,5,4.1
S07531,Dufil Prima Foods 7531,12,3.8
S07532,Dufil Prima Foods 7532,5,4.1
S07533,Flour Mills Nigeria 7533,1,4.8
S07534,Dufil Prima Foods 7534,9,4.5
S07535,Flour Mills Nigeria 7535,3,4.2
S07536,Dangote Sugar 7536,10,3.7
S07537,Dufil Prima Foods 7537,6,4.8
S07538,Dangote Sugar 7538,9,4.8
S07539,Nestle Nigeria 7539,4,4.8
S07540,Flour Mills Nigeria 7540,7,4.6
S07541,Dufil Prima Foods 7541,1,3.9
S07542,Flour Mills Nigeria 7542,5,4.9
S07543,Flour Mills Nigeria 7543,9,4.9
S07544,Dangote Sugar 7544,7,4.8
S07545,Nestle Nigeria 7545,4,4.9
S07546,Nestle Nigeria 7546,2,4.1
S07547,Nestle Nigeria 7547,10,3.6
S07548,Nestle Nigeria 7548,8,3.7
S07549,Dangote Sugar 7549,11,4.2
S07550,Flour Mills Nigeria 7550,12,4.5
S07551,Dangote Sugar 7551,2,4.6
S07552,Dangote Sugar 7552,2,3.8
S07553,Dufil Prima Foods 7553,5,4.0
S07554,Nestle Nigeria 7554,10,3.6
S07555,Flour Mills Nigeria 7555,4,4.0
S07556,Nestle Nigeria 7556,11,3.5
S07557,Dangote Sugar 7557,8,4.5
S07558,Flour Mills Nigeria 7558,14,4.3
S07559,Nestle Nigeria 7559,14,4.5
S07560,Dufil Prima Foods 7560,4,4.7
S07561,Flour Mills Nigeria 7561,4,3.6
S07562,Nestle Nigeria 7562,11,4.2
S07563,Dufil Prima Foods 7563,13,3.9
S07564,Dangote Sugar 7564,13,4.6
S07565,Flour Mills Nigeria 7565,3,4.4
S07566,Dangote Sugar 7566,11,4.7
S07567,Flour Mills Nigeria 7567,14,4.5
S07568,Nestle Nigeria 7568,4,4.7
S07569,Flour Mills Nigeria 7569,11,4.1
S07570,Flour Mills Nigeria 7570,14,3.8
S07571,Nestle Nigeria 7571,11,4.6
S07572,Dangote Sugar 7572,7,3.9
S07573,Flour Mills Nigeria 7573,2,3.9
S07574,Flour Mills Nigeria 7574,14,3.8
S07575,Flour Mills Nigeria 7575,6,3.8
S07576,Flour Mills Nigeria 7576,9,4.7
S07577,Dangote Sugar 7577,1,3.7
S07578,Dufil Prima Foods 7578,2,4.2
S07579,Dufil Prima Foods 7579,9,4.9
S07580,Nestle Nigeria 7580,14,4.5
S07581,Nestle Nigeria 7581,4,3.7
S07582,Dangote Sugar 7582,6,3.9
S07583,Nestle Nigeria 7583,13,4.6
S07584,Flour Mills Nigeria 7584,12,4.2
S07585,Dufil Prima Foods 7585,9,3.7
S07586,Dufil Prima Foods 7586,3,4.7
S07587,Dangote Sugar 7587,3,4.2
S07588,Dangote Sugar 7588,11,4.1
S07589,Dufil Prima Foods 7589,14,3.5
S07590,Dufil Prima Foods 7590,3,3.6
S07591,Dangote Sugar 7591,2,4.1
S07592,Dangote Sugar 7592,1,4.5
S07593,Flour Mills Nigeria 7593,5,3.8
S07594,Flour Mills Nigeria 7594,7,4.5
S07595,Flour Mills Nigeria 7595,14,3.9
S07596,Flour Mills Nigeria 7596,1,4.6
S07597,Dufil Prima Foods 7597,5,4.0
S07598,Nestle Nigeria 7598,1,3.5
S07599,Dangote Sugar 7599,13,3.6
S07600,Nestle Nigeria 7600,13,3.9
S07601,Dangote Sugar 7601,2,4.1
S07602,Dangote Sugar 7602,14,4.1
S07603,Nestle Nigeria 7603,13,4.2
S07604,Nestle Nigeria 7604,4,4.6
S07605,Dufil Prima Foods 7605,10,4.7
S07606,Nestle Nigeria 7606,13,4.9
S07607,Nestle Nigeria 7607,3,4.6
S07608,Nestle Nigeria 7608,12,4.1
S07609,Dufil Prima Foods 7609,8,4.8
S07610,Dangote Sugar 7610,4,4.8
S07611,Nestle Nigeria 7611,6,4.5
S07612,Flour Mills Nigeria 7612,8,3.6
S07613,Nestle Nigeria 7613,13,4.6
S07614,Flour Mills Nigeria 7614,11,3.7
S07615,Dangote Sugar 7615,6,4.9
S07616,Dangote Sugar 7616,3,3.9
S07617,Nestle Nigeria 7617,14,3.5
S07618,Dufil Prima Foods 7618,2,3.8
S07619,Flour Mills Nigeria 7619,7,3.6
S07620,Flour Mills Nigeria 7620,5,4.7
S07621,Flour Mills Nigeria 7621,2,4.6
S07622,Nestle Nigeria 7622,14,3.6
S07623,Nestle Nigeria 7623,7,3.7
S07624,Flour Mills Nigeria 7624,7,4.5
S07625,Flour Mills Nigeria 7625,12,4.7
S07626,Dufil Prima Foods 7626,8,3.9
S07627,Dufil Prima Foods 7627,14,4.6
S07628,Dufil Prima Foods 7628,8,4.3
S07629,Nestle Nigeria 7629,5,4.4
S07630,Nestle Nigeria 7630,2,4.2
S07631,Nestle Nigeria 7631,12,4.4
S07632,Nestle Nigeria 7632,12,4.8
S07633,Nestle Nigeria 7633,6,4.0
S07634,Dangote Sugar 7634,10,3.5
S07635,Dangote Sugar 7635,8,3.9
S07636,Dufil Prima Foods 7636,2,4.2
S07637,Flour Mills Nigeria 7637,6,4.0
S07638,Dangote Sugar 7638,9,4.4
S07639,Dufil Prima Foods 7639,5,3.9
S07640,Nestle Nigeria 7640,12,3.9
S07641,Dufil Prima Foods 7641,10,4.1
S07642,Flour Mills Nigeria 7642,13,4.3
S07643,Flour Mills Nigeria 7643,6,4.9
S07644,Dufil Prima Foods 7644,1,4.4
S07645,Nestle Nigeria 7645,12,5.0
S07646,Nestle Nigeria 7646,7,3.8
S07647,Nestle Nigeria 7647,1,4.4
S07648,Dufil Prima Foods 7648,3,3.5
S07649,Dangote Sugar 7649,9,3.7
S07650,Flour Mills Nigeria 7650,2,4.7
S07651,Dangote Sugar 7651,3,3.6
S07652,Nestle Nigeria 7652,9,3.7
S07653,Flour Mills Nigeria 7653,11,4.3
S07654,Dufil Prima Foods 7654,4,4.6
S07655,Nestle Nigeria 7655,5,4.7
S07656,Flour Mills Nigeria 7656,6,4.5
S07657,Dangote Sugar 7657,9,4.9
S07658,Dufil Prima Foods 7658,13,4.2
S07659,Nestle Nigeria 7659,10,3.6
S07660,Flour Mills Nigeria 7660,13,4.1
S07661,Dufil Prima Foods 7661,13,3.8
S07662,Flour Mills Nigeria 7662,9,4.7
S07663,Dangote Sugar 7663,11,4.8
S07664,Dangote Sugar 7664,1,4.2
S07665,Dangote Sugar 7665,4,3.6
S07666,Flour Mills Nigeria 7666,13,4.5
S07667,Dangote Sugar 7667,11,4.2
S07668,Nestle Nigeria 7668,5,4.1
S07669,Dufil Prima Foods 7669,12,4.2
S07670,Dufil Prima Foods 7670,1,3.6
S07671,Dangote Sugar 7671,12,4.5
S07672,Dangote Sugar 7672,3,4.8
S07673,Nestle Nigeria 7673,11,4.4
S07674,Flour Mills Nigeria 7674,10,4.9
S07675,Dangote Sugar 7675,6,4.2
S07676,Nestle Nigeria 7676,1,4.8
S07677,Flour Mills Nigeria 7677,12,4.0
S07678,Nestle Nigeria 7678,7,4.7
S07679,Flour Mills Nigeria 7679,9,4.4
S07680,Dangote Sugar 7680,4,4.0
S07681,Nestle Nigeria 7681,14,4.3
S07682,Flour Mills Nigeria 7682,2,4.3
S07683,Dufil Prima Foods 7683,7,4.2
S07684,Flour Mills Nigeria 7684,3,4.8
S07685,Dangote Sugar 7685,11,5.0
S07686,Flour Mills Nigeria 7686,2,4.1
S07687,Flour Mills Nigeria 7687,10,3.7
S07688,Dufil Prima Foods 7688,12,3.6
S07689,Dufil Prima Foods 7689,4,4.8
S07690,Dufil Prima Foods 7690,3,3.6
S07691,Dufil Prima Foods 7691,11,4.7
S07692,Nestle Nigeria 7692,8,3.7
S07693,Dangote Sugar 7693,8,4.9
S07694,Dufil Prima Foods 7694,8,3.9
S07695,Flour Mills Nigeria 7695,8,3.6
S07696,Nestle Nigeria 7696,4,4.4
S07697,Dangote Sugar 7697,3,4.2
S07698,Dangote Sugar 7698,11,4.7
S07699,Dangote Sugar 7699,12,4.4
S07700,Dangote Sugar 7700,8,4.1
S07701,Flour Mills Nigeria 7701,2,3.7
S07702,Flour Mills Nigeria 7702,1,4.8
S07703,Dufil Prima Foods 7703,14,4.0
S07704,Dangote Sugar 7704,6,4.9
S07705,Flour Mills Nigeria 7705,12,4.5
S07706,Flour Mills Nigeria 7706,8,4.7
S07707,Dangote Sugar 7707,4,4.4
S07708,Nestle Nigeria 7708,9,4.2
S07709,Dufil Prima Foods 7709,14,3.5
S07710,Dangote Sugar 7710,10,4.6
S07711,Nestle Nigeria 7711,6,4.4
S07712,Nestle Nigeria 7712,5,3.8
S07713,Dangote Sugar 7713,5,4.3
S07714,Nestle Nigeria 7714,4,4.5
S07715,Flour Mills Nigeria 7715,2,4.6
S07716,Flour Mills Nigeria 7716,1,4.1
S07717,Dufil Prima Foods 7717,9,4.9
S07718,Flour Mills Nigeria 7718,9,4.1
S07719,Nestle Nigeria 7719,9,3.8
S07720,Dangote Sugar 7720,13,3.9
S07721,Dangote Sugar 7721,11,4.0
S07722,Dufil Prima Foods 7722,12,4.5
S07723,Nestle Nigeria 7723,14,4.3
S07724,Flour Mills Nigeria 7724,13,3.8
S07725,Dangote Sugar 7725,13,3.6
S07726,Dangote Sugar 7726,9,4.8
S07727,Dufil Prima Foods 7727,13,3.5
S07728,Flour Mills Nigeria 7728,10,3.8
S07729,Flour Mills Nigeria 7729,9,4.5
S07730,Nestle Nigeria 7730,3,3.8
S07731,Nestle Nigeria 7731,6,3.7
S07732,Dangote Sugar 7732,1,4.4
S07733,Nestle Nigeria 7733,4,4.8
S07734,Dangote Sugar 7734,5,3.5
S07735,Dangote Sugar 7735,14,4.6
S07736,Nestle Nigeria 7736,14,4.3
S07737,Nestle Nigeria 7737,4,5.0
S07738,Nestle Nigeria 7738,8,4.5
S07739,Dufil Prima Foods 7739,4,4.5
S07740,Nestle Nigeria 7740,6,4.6
S07741,Flour Mills Nigeria 7741,6,4.7
S07742,Nestle Nigeria 7742,10,4.4
S07743,Dangote Sugar 7743,10,4.6
S07744,Flour Mills Nigeria 7744,5,4.9
S07745,Flour Mills Nigeria 7745,6,4.9
S07746,Dangote Sugar 7746,2,4.0
S07747,Dufil Prima Foods 7747,8,3.9
S07748,Dangote Sugar 7748,3,4.8
S07749,Nestle Nigeria 7749,8,3.8
S07750,Flour Mills Nigeria 7750,7,3.9
S07751,Dangote Sugar 7751,8,3.6
S07752,Dufil Prima Foods 7752,1,3.9
S07753,Nestle Nigeria 7753,9,4.9
S07754,Flour Mills Nigeria 7754,5,4.9
S07755,Flour Mills Nigeria 7755,10,3.7
S07756,Dangote Sugar 7756,11,3.9
S07757,Dufil Prima Foods 7757,4,3.8
S07758,Dufil Prima Foods 7758,8,4.7
S07759,Nestle Nigeria 7759,9,3.5
S07760,Dangote Sugar 7760,13,4.2
S07761,Flour Mills Nigeria 7761,2,3.9
S07762,Flour Mills Nigeria 7762,4,5.0
S07763,Dufil Prima Foods 7763,14,3.5
S07764,Dangote Sugar 7764,10,3.7
S07765,Flour Mills Nigeria 7765,12,4.2
S07766,Dufil Prima Foods 7766,1,4.7
S07767,Dufil Prima Foods 7767,10,4.8
S07768,Dufil Prima Foods 7768,4,3.6
S07769,Flour Mills Nigeria 7769,12,3.8
S07770,Flour Mills Nigeria 7770,4,4.9
S07771,Nestle Nigeria 7771,14,4.8
S07772,Dangote Sugar 7772,6,4.2
S07773,Dangote Sugar 7773,2,5.0
S07774,Flour Mills Nigeria 7774,4,3.7
S07775,Nestle Nigeria 7775,2,3.7
S07776,Dufil Prima Foods 7776,10,4.5
S07777,Flour Mills Nigeria 7777,9,4.1
S07778,Flour Mills Nigeria 7778,8,3.5
S07779,Dangote Sugar 7779,2,4.5
S07780,Dangote Sugar 7780,8,3.7
S07781,Dangote Sugar 7781,2,4.9
S07782,Dangote Sugar 7782,12,4.3
S07783,Dangote Sugar 7783,6,4.5
S07784,Nestle Nigeria 7784,12,4.1
S07785,Flour Mills Nigeria 7785,11,3.6
S07786,Dangote Sugar 7786,4,4.6
S07787,Dangote Sugar 7787,1,4.0
S07788,Dangote Sugar 7788,8,4.8
S07789,Nestle Nigeria 7789,14,4.5
S07790,Nestle Nigeria 7790,1,4.5
S07791,Flour Mills Nigeria 7791,13,3.6
S07792,Nestle Nigeria 7792,5,4.0
S07793,Dangote Sugar 7793,2,4.8
S07794,Flour Mills Nigeria 7794,14,4.2
S07795,Nestle Nigeria 7795,7,4.2
S07796,Dangote Sugar 7796,14,4.5
S07797,Dangote Sugar 7797,14,3.9
S07798,Nestle Nigeria 7798,10,4.1
S07799,Dangote Sugar 7799,12,4.4
S07800,Flour Mills Nigeria 7800,8,4.8
S07801,Flour Mills Nigeria 7801,11,4.6
S07802,Nestle Nigeria 7802,8,3.6
S07803,Nestle Nigeria 7803,14,3.7
S07804,Nestle Nigeria 7804,8,4.8
S07805,Nestle Nigeria 7805,12,3.7
S07806,Dufil Prima Foods 7806,4,4.9
S07807,Dufil Prima Foods 7807,2,4.9
S07808,Dufil Prima Foods 7808,2,4.1
S07809,Flour Mills Nigeria 7809,4,4.6
S07810,Nestle Nigeria 7810,6,4.3
S07811,Dufil Prima Foods 7811,9,3.6
S07812,Dangote Sugar 7812,3,3.9
S07813,Dangote Sugar 7813,1,3.8
S07814,Dufil Prima Foods 7814,11,4.3
S07815,Dangote Sugar 7815,5,3.8
S07816,Flour Mills Nigeria 7816,12,4.8
S07817,Dangote Sugar 7817,8,4.4
S07818,Dufil Prima Foods 7818,2,4.0
S07819,Dangote Sugar 7819,5,3.5
S07820,Dangote Sugar 7820,8,4.4
S07821,Dufil Prima Foods 7821,10,4.3
S07822,Nestle Nigeria 7822,2,4.8
S07823,Nestle Nigeria 7823,3,4.2
S07824,Flour Mills Nigeria 7824,2,3.5
S07825,Dufil Prima Foods 7825,5,4.2
S07826,Dangote Sugar 7826,1,4.1
S07827,Nestle Nigeria 7827,1,3.8
S07828,Flour Mills Nigeria 7828,1,4.1
S07829,Dufil Prima Foods 7829,13,4.0
S07830,Nestle Nigeria 7830,4,3.7
S07831,Dangote Sugar 7831,3,4.8
S07832,Dangote Sugar 7832,3,3.7
S07833,Dangote Sugar 7833,8,4.9
S07834,Flour Mills Nigeria 7834,5,3.7
S07835,Dangote Sugar 7835,9,5.0
S07836,Flour Mills Nigeria 7836,2,3.8
S07837,Dufil Prima Foods 7837,3,3.9
S07838,Flour Mills Nigeria 7838,9,4.4
S07839,Nestle Nigeria 7839,12,3.6
S07840,Flour Mills Nigeria 7840,9,4.0
S07841,Dufil Prima Foods 7841,6,3.7
S07842,Nestle Nigeria 7842,3,4.1
S07843,Dangote Sugar 7843,5,4.5
S07844,Dangote Sugar 7844,4,3.6
S07845,Nestle Nigeria 7845,10,3.7
S07846,Nestle Nigeria 7846,1,4.3
S07847,Dufil Prima Foods 7847,11,4.0
S07848,Nestle Nigeria 7848,11,4.0
S07849,Flour Mills Nigeria 7849,11,4.6
S07850,Dufil Prima Foods 7850,9,4.6
S07851,Nestle Nigeria 7851,1,4.3
S07852,Nestle Nigeria 7852,8,4.4
S07853,Dufil Prima Foods 7853,10,3.8
S07854,Nestle Nigeria 7854,3,4.4
S07855,Flour Mills Nigeria 7855,8,3.9
S07856,Dufil Prima Foods 7856,9,4.4
S07857,Flour Mills Nigeria 7857,8,4.0
S07858,Flour Mills Nigeria 7858,8,4.2
S07859,Dangote Sugar 7859,8,4.8
S07860,Flour Mills Nigeria 7860,4,4.5
S07861,Dufil Prima Foods 7861,11,4.7
S07862,Flour Mills Nigeria 7862,6,4.2
S07863,Dufil Prima Foods 7863,7,4.0
S07864,Flour Mills Nigeria 7864,11,5.0
S07865,Dufil Prima Foods 7865,9,3.5
S07866,Nestle Nigeria 7866,1,3.5
S07867,Flour Mills Nigeria 7867,14,4.3
S07868,Flour Mills Nigeria 7868,12,4.4
S07869,Flour Mills Nigeria 7869,11,4.0
S07870,Dufil Prima Foods 7870,6,4.9
S07871,Dangote Sugar 7871,5,4.8
S07872,Dangote Sugar 7872,1,4.3
S07873,Dangote Sugar 7873,1,3.8
S07874,Dufil Prima Foods 7874,3,3.6
S07875,Nestle Nigeria 7875,1,4.0
S07876,Flour Mills Nigeria 7876,9,4.7
S07877,Dangote Sugar 7877,9,3.7
S07878,Dufil Prima Foods 7878,1,4.6
S07879,Dangote Sugar 7879,7,3.7
S07880,Dufil Prima Foods 7880,4,4.8
S07881,Dangote Sugar 7881,4,3.7
S07882,Flour Mills Nigeria 7882,6,4.6
S07883,Nestle Nigeria 7883,13,5.0
S07884,Nestle Nigeria 7884,10,4.8
S07885,Dufil Prima Foods 7885,7,4.8
S07886,Nestle Nigeria 7886,11,4.0
S07887,Nestle Nigeria 7887,9,3.6
S07888,Dangote Sugar 7888,8,4.0
S07889,Nestle Nigeria 7889,12,3.8
S07890,Dangote Sugar 7890,6,4.7
S07891,Dangote Sugar 7891,6,3.9
S07892,Nestle Nigeria 7892,6,3.5
S07893,Dangote Sugar 7893,12,4.9
S07894,Flour Mills Nigeria 7894,4,4.7
S07895,Flour Mills Nigeria 7895,8,4.5
S07896,Dangote Sugar 7896,14,3.9
S07897,Nestle Nigeria 7897,10,4.2
S07898,Nestle Nigeria 7898,12,4.7
S07899,Nestle Nigeria 7899,13,5.0
S07900,Nestle Nigeria 7900,2,4.7
S07901,Nestle Nigeria 7901,11,4.6
S07902,Flour Mills Nigeria 7902,11,3.8
S07903,Nestle Nigeria 7903,9,4.3
S07904,Dufil Prima Foods 7904,13,3.6
S07905,Nestle Nigeria 7905,11,4.6
S07906,Flour Mills Nigeria 7906,1,4.5
S07907,Nestle Nigeria 7907,1,4.1
S07908,Flour Mills Nigeria 7908,1,4.6
S07909,Dangote Sugar 7909,2,4.8
S07910,Dufil Prima Foods 7910,13,4.4
S07911,Dufil Prima Foods 7911,8,4.5
S07912,Dufil Prima Foods 7912,6,3.8
S07913,Nestle Nigeria 7913,4,4.3
S07914,Nestle Nigeria 7914,11,4.5
S07915,Dufil Prima Foods 7915,4,4.9
S07916,Dangote Sugar 7916,3,3.7
S07917,Dangote Sugar 7917,12,5.0
S07918,Dufil Prima Foods 7918,3,4.8
S07919,Flour Mills Nigeria 7919,14,4.6
S07920,Nestle Nigeria 7920,7,4.4
S07921,Dufil Prima Foods 7921,12,3.9
S07922,Nestle Nigeria 7922,12,3.8
S07923,Flour Mills Nigeria 7923,13,4.9
S07924,Dufil Prima Foods 7924,10,4.8
S07925,Flour Mills Nigeria 7925,9,3.6
S07926,Flour Mills Nigeria 7926,8,3.9
S07927,Dangote Sugar 7927,12,3.7
S07928,Dufil Prima Foods 7928,13,4.0
S07929,Nestle Nigeria 7929,8,4.8
S07930,Flour Mills Nigeria 7930,5,4.9
S07931,Flour Mills Nigeria 7931,3,4.6
S07932,Nestle Nigeria 7932,14,4.1
S07933,Nestle Nigeria 7933,9,4.1
S07934,Flour Mills Nigeria 7934,2,4.1
S07935,Nestle Nigeria 7935,8,4.2
S07936,Flour Mills Nigeria 7936,4,4.9
S07937,Nestle Nigeria 7937,11,4.6
S07938,Nestle Nigeria 7938,12,4.5
S07939,Dufil Prima Foods 7939,11,3.9
S07940,Flour Mills Nigeria 7940,13,3.9
S07941,Dangote Sugar 7941,8,3.6
S07942,Dufil Prima Foods 7942,3,4.4
S07943,Nestle Nigeria 7943,2,4.4
S07944,Flour Mills Nigeria 7944,1,4.9
S07945,Dangote Sugar 7945,6,3.9
S07946,Dangote Sugar 7946,13,4.2
S07947,Dangote Sugar 7947,5,4.3
S07948,Flour Mills Nigeria 7948,4,4.8
S07949,Flour Mills Nigeria 7949,12,4.8
S07950,Flour Mills Nigeria 7950,8,4.7
S07951,Dufil Prima Foods 7951,5,4.4
S07952,Flour Mills Nigeria 7952,13,4.8
S07953,Dufil Prima Foods 7953,10,3.8
S07954,Nestle Nigeria 7954,9,4.1
S07955,Nestle Nigeria 7955,8,3.9
S07956,Nestle Nigeria 7956,4,3.5
S07957,Dangote Sugar 7957,13,4.2
S07958,Nestle Nigeria 7958,13,4.5
S07959,Dufil Prima Foods 7959,3,4.1
S07960,Dufil Prima Foods 7960,14,4.9
S07961,Nestle Nigeria 7961,2,4.8
S07962,Dangote Sugar 7962,13,4.3
S07963,Dangote Sugar 7963,3,4.9
S07964,Flour Mills Nigeria 7964,9,4.2
S07965,Dangote Sugar 7965,4,4.4
S07966,Dufil Prima Foods 7966,4,4.4
S07967,Dufil Prima Foods 7967,5,3.8
S07968,Dangote Sugar 7968,4,4.6
S07969,Flour Mills Nigeria 7969,10,4.7
S07970,Nestle Nigeria 7970,13,3.9
S07971,Dufil Prima Foods 7971,13,4.7
S07972,Nestle Nigeria 7972,7,3.8
S07973,Dangote Sugar 7973,5,3.9
S07974,Nestle Nigeria 7974,1,3.9
S07975,Flour Mills Nigeria 7975,14,4.1
S07976,Dangote Sugar 7976,6,4.5
