inventory_id,product_id,warehouse_id,current_stock,reorder_level,max_capacity,last_updated
I08174,P05822,W03537,2757,349,9783,2026-04-02
I08175,P04298,W07148,549,351,6739,2026-05-28
I08176,P06975,W09763,4075,479,3671,2026-04-19
I08177,P07856,W00937,4938,433,2997,2026-04-17
I08178,P02442,W04361,3899,216,2303,2026-05-15
I08179,P03585,W04114,2133,80,9994,2026-04-13
I08180,P08530,W04063,278,300,1734,2026-05-19
I08181,P03925,W07245,1025,424,4238,2026-03-24
I08182,P09934,W09448,4445,105,6500,2026-03-15
I08183,P09484,W07958,1881,110,6419,2026-05-05
I08184,P04011,W04421,4439,230,7732,2026-05-29
I08185,P01508,W07432,1865,300,9689,2026-03-11
I08186,P09393,W06450,2225,132,2629,2026-04-25
I08187,P07153,W00549,2724,198,9409,2026-03-15
I08188,P08293,W02508,1779,257,1237,2026-05-12
I08189,P02562,W02493,4742,468,4259,2026-05-28
I08190,P02814,W07869,3119,443,1981,2026-03-12
I08191,P01998,W08438,3347,265,3251,2026-05-04
I08192,P00329,W00157,1141,446,8461,2026-06-03
I08193,P09741,W03531,2211,328,5518,2026-04-02
I08194,P06189,W06617,304,84,1700,2026-04-11
I08195,P05665,W03238,1001,299,3627,2026-06-04
I08196,P08246,W05590,1693,349,9275,2026-04-28
I08197,P09207,W09823,309,439,6944,2026-04-13
I08198,P08097,W09706,1772,67,5038,2026-05-02
I08199,P04017,W06595,1494,125,1403,2026-05-30
I08200,P08315,W08637,4974,313,1343,2026-05-02
I08201,P02924,W08513,4020,275,6982,2026-04-23
I08202,P04908,W00152,2127,289,1334,2026-04-03
I08203,P06623,W05515,3976,102,4072,2026-03-22
I08204,P06243,W07274,2515,146,4304,2026-04-01
I08205,P08565,W06554,3994,220,2448,2026-03-23
I08206,P02588,W00988,3405,162,5875,2026-05-10
I08207,P09992,W09764,241,203,8466,2026-04-24
I08208,P02884,W06234,4527,426,4133,2026-05-08
I08209,P05769,W07734,740,382,6446,2026-05-02
I08210,P00724,W08151,3356,171,8892,2026-04-17
I08211,P01397,W05004,4977,358,8761,2026-03-17
I08212,P06644,W05152,4103,97,3706,2026-04-02
I08213,P01257,W03172,137,412,8214,2026-05-25
I08214,P01297,W09940,3864,442,9573,2026-04-06
I08215,P03769,W07222,195,470,6752,2026-03-27
I08216,P01703,W09301,3263,454,5944,2026-04-13
I08217,P03063,W02077,681,91,2328,2026-03-15
I08218,P07948,W02528,4239,268,1564,2026-03-12
I08219,P03195,W07060,4088,215,1531,2026-05-20
I08220,P04370,W01373,2345,279,2781,2026-04-17
I08221,P04685,W06843,3114,119,5947,2026-03-27
I08222,P03657,W04156,2182,85,3306,2026-03-22
I08223,P00368,W03554,1199,322,9691,2026-05-22
I08224,P06933,W02464,4272,428,5108,2026-05-08
I08225,P00195,W04118,309,87,3171,2026-05-08
I08226,P05524,W08763,1452,429,1880,2026-04-27
I08227,P02254,W03482,4373,412,2182,2026-05-31
I08228,P07389,W05144,2589,89,7096,2026-05-11
I08229,P09912,W01595,2853,285,9079,2026-05-17
I08230,P04418,W08409,71,278,3596,2026-04-27
I08231,P06189,W01903,906,303,8437,2026-05-25
I08232,P09296,W06493,3087,209,1727,2026-04-19
I08233,P04986,W09247,3650,300,5912,2026-04-27
I08234,P01620,W04885,3520,486,5638,2026-05-14
I08235,P08432,W09425,4633,214,2976,2026-03-16
I08236,P06130,W07806,904,258,7547,2026-05-05
I08237,P02062,W09626,4862,368,2570,2026-05-31
I08238,P05599,W06987,3005,346,7108,2026-05-22
I08239,P07354,W06015,3190,109,5531,2026-04-18
I08240,P07148,W07812,1476,263,2258,2026-04-26
I08241,P05050,W08612,4584,450,1424,2026-04-29
I08242,P09051,W06126,829,315,3620,2026-04-14
I08243,P07528,W00743,43,79,4107,2026-05-23
I08244,P06220,W01559,1255,106,3887,2026-05-23
I08245,P06008,W09617,4173,104,8067,2026-03-14
I08246,P08786,W07329,420,230,2352,2026-03-21
I08247,P01527,W01784,3088,119,9478,2026-03-20
I08248,P08604,W07824,1391,328,1429,2026-05-12
I08249,P05151,W01795,4780,477,1227,2026-03-17
I08250,P00119,W03049,466,203,3001,2026-05-25
I08251,P01615,W06021,3889,274,2838,2026-04-08
I08252,P03973,W06753,3562,314,5356,2026-03-17
I08253,P09292,W03506,1517,155,2334,2026-04-28
I08254,P02866,W00936,618,69,8800,2026-04-20
I08255,P04303,W07270,4092,191,9198,2026-05-18
I08256,P07367,W08949,2523,114,2365,2026-03-31
I08257,P04062,W00432,4910,296,2861,2026-04-28
I08258,P02980,W01431,3204,163,8274,2026-04-21
I08259,P06637,W09251,4338,349,2872,2026-03-18
I08260,P06373,W02080,1743,159,6114,2026-04-16
I08261,P04963,W01212,4503,134,6360,2026-03-12
I08262,P05716,W03426,2074,262,4157,2026-05-07
I08263,P03132,W01937,426,168,2947,2026-04-16
I08264,P02731,W03967,1953,500,7790,2026-03-16
I08265,P03907,W06118,4271,453,8481,2026-04-30
I08266,P08533,W04504,3655,297,3738,2026-05-17
I08267,P05531,W09263,379,323,1097,2026-06-01
I08268,P02089,W00907,639,280,1160,2026-03-11
I08269,P08478,W00651,4365,362,5056,2026-03-31
I08270,P03528,W07471,3150,61,2920,2026-05-20
I08271,P01041,W05182,25,206,2541,2026-03-27
I08272,P06840,W09527,989,73,9964,2026-03-29
I08273,P03067,W07154,4195,398,3694,2026-04-10
I08274,P01493,W02681,610,84,5965,2026-05-23
I08275,P04364,W03774,132,426,5206,2026-03-12
I08276,P02466,W01540,4368,483,9281,2026-05-08
I08277,P00813,W00602,1839,412,7134,2026-05-12
I08278,P04491,W05058,1950,281,5051,2026-05-21
I08279,P02438,W06852,1186,234,3766,2026-03-25
I08280,P08924,W06417,3727,449,1381,2026-03-16
I08281,P04877,W08528,4225,119,7758,2026-05-21
I08282,P06698,W02014,1909,347,7761,2026-03-17
I08283,P06182,W03615,1558,233,8072,2026-04-07
I08284,P03074,W05618,1578,428,5889,2026-06-07
I08285,P04342,W08532,764,151,5968,2026-04-30
I08286,P03864,W05786,20,440,6110,2026-06-04
I08287,P01752,W04766,3089,378,8649,2026-05-10
I08288,P06033,W02621,3681,455,2400,2026-03-22
I08289,P03001,W08877,3314,326,8756,2026-04-18
I08290,P02439,W05908,1731,218,7032,2026-06-04
I08291,P04624,W01089,1708,358,4730,2026-05-03
I08292,P05409,W07690,1755,372,1248,2026-05-29
I08293,P09582,W00230,3515,496,4738,2026-05-17
I08294,P05691,W08229,281,159,6394,2026-05-09
I08295,P05197,W05131,237,257,9934,2026-05-10
I08296,P08899,W06809,815,105,2997,2026-05-23
I08297,P02652,W00658,737,106,7958,2026-05-16
I08298,P00537,W09229,2309,203,7938,2026-05-29
I08299,P03196,W09101,3913,156,9140,2026-04-07
I08300,P03253,W07906,255,229,2090,2026-03-21
I08301,P01699,W03345,1027,269,4947,2026-04-20
I08302,P04841,W05840,4062,359,1402,2026-05-05
I08303,P05400,W01315,2082,185,5371,2026-03-25
I08304,P04788,W02960,3103,147,6239,2026-04-17
I08305,P07362,W01352,4877,420,5186,2026-05-01
I08306,P09280,W02938,4040,438,8198,2026-04-16
I08307,P08036,W05599,4775,230,2148,2026-05-29
I08308,P05504,W09778,758,491,4165,2026-04-25
I08309,P03052,W00245,2973,357,9290,2026-03-10
I08310,P05527,W03838,3797,117,2484,2026-06-06
I08311,P06066,W01643,4474,80,9339,2026-04-20
I08312,P06432,W04285,2817,429,1027,2026-05-31
I08313,P04857,W01624,972,84,5344,2026-03-27
I08314,P03625,W01577,4965,385,1834,2026-03-20
I08315,P09694,W09159,2056,482,7937,2026-06-07
I08316,P07584,W09344,4119,455,1041,2026-04-01
I08317,P09792,W01715,3215,386,3410,2026-03-24
I08318,P00493,W02384,1760,105,4315,2026-03-14
I08319,P04467,W00180,1497,185,5110,2026-03-10
I08320,P00884,W00033,4833,103,4448,2026-03-27
I08321,P00138,W09782,1294,228,5891,2026-06-01
I08322,P03062,W01579,1182,51,4120,2026-04-14
I08323,P02642,W07325,4925,332,1032,2026-05-06
I08324,P03731,W07650,4133,358,2783,2026-06-07
I08325,P08110,W04838,4296,475,6235,2026-03-31
I08326,P06667,W02279,1903,188,2063,2026-04-16
I08327,P09699,W09086,1730,219,2096,2026-04-03
I08328,P03074,W01680,1275,399,1619,2026-05-27
I08329,P00098,W00209,4186,198,4164,2026-04-22
I08330,P04141,W03312,3770,354,8676,2026-05-27
I08331,P04932,W07788,2997,431,8532,2026-04-30
I08332,P01084,W04294,3085,88,9811,2026-04-25
I08333,P02741,W04607,908,319,1282,2026-05-04
I08334,P00003,W03055,4266,120,5476,2026-05-18
I08335,P02491,W03989,2613,427,1413,2026-04-05
I08336,P02845,W03276,1032,457,8423,2026-05-04
I08337,P07599,W02067,2926,232,6475,2026-05-23
I08338,P01904,W02388,3230,411,4287,2026-03-25
I08339,P07260,W06921,2896,335,4023,2026-05-24
I08340,P07423,W04215,444,390,8024,2026-05-07
I08341,P09399,W04704,1768,226,8459,2026-04-30
I08342,P09399,W05465,1978,268,4034,2026-05-17
I08343,P04154,W07401,4917,184,6456,2026-04-24
I08344,P08651,W00260,4267,93,5992,2026-06-07
I08345,P04673,W07404,2866,302,7189,2026-03-12
I08346,P06127,W00515,757,328,1346,2026-06-06
I08347,P08442,W04644,3892,160,8647,2026-05-28
I08348,P00945,W09421,4495,189,9589,2026-05-25
I08349,P03511,W05195,4500,187,2401,2026-05-16
I08350,P02796,W08986,2278,77,9341,2026-04-30
I08351,P01094,W04510,2322,192,5943,2026-04-09
I08352,P07733,W02449,1064,397,3723,2026-03-28
I08353,P06148,W04198,4589,486,9440,2026-03-31
I08354,P09030,W03124,107,89,4339,2026-04-23
I08355,P09218,W03192,2638,449,1031,2026-05-21
I08356,P03657,W02287,3682,448,6637,2026-04-11
I08357,P03248,W05138,502,306,3426,2026-03-13
I08358,P00451,W02785,538,453,5903,2026-05-27
I08359,P00567,W06911,2913,320,5507,2026-06-03
I08360,P05624,W07079,2315,453,6474,2026-03-24
I08361,P05749,W01426,3,464,4914,2026-05-30
I08362,P08873,W00914,3764,391,4108,2026-04-11
I08363,P07211,W00085,1356,196,8771,2026-04-13
I08364,P02889,W08192,4650,180,9709,2026-03-27
I08365,P05851,W09836,2815,263,8505,2026-03-31
I08366,P06277,W07238,3374,312,8363,2026-04-15
I08367,P03073,W02930,1210,436,5128,2026-05-08
I08368,P04638,W07877,4389,309,5700,2026-05-20
I08369,P04359,W07109,4636,252,8982,2026-05-05
I08370,P03660,W00377,4416,457,4068,2026-05-05
I08371,P00948,W03498,873,147,1750,2026-04-09
I08372,P06729,W04670,2012,197,3146,2026-05-21
I08373,P08066,W02059,1357,394,4606,2026-04-16
I08374,P05672,W05420,3428,429,5828,2026-04-04
I08375,P06626,W00428,2683,111,1894,2026-03-13
I08376,P08211,W04809,2616,173,8553,2026-05-13
I08377,P06860,W05436,2893,177,3863,2026-05-19
I08378,P07737,W06007,1818,373,9052,2026-05-01
I08379,P05866,W01137,2808,190,7471,2026-03-11
I08380,P03222,W08905,168,149,8567,2026-03-23
I08381,P03230,W04072,1128,425,9456,2026-04-11
I08382,P00341,W00106,1854,166,3628,2026-04-29
I08383,P07882,W04423,1096,99,1320,2026-03-26
I08384,P00290,W09880,274,439,9610,2026-06-04
I08385,P00463,W04500,1613,211,2406,2026-03-18
I08386,P06474,W09859,2726,499,3218,2026-05-24
I08387,P02149,W07906,3739,333,9301,2026-05-23
I08388,P08840,W00275,303,310,6695,2026-03-31
I08389,P09757,W00690,4740,347,4781,2026-04-08
I08390,P03004,W02165,1990,309,4957,2026-05-03
I08391,P00989,W06667,4704,442,6328,2026-03-28
I08392,P06113,W04025,780,278,2174,2026-04-11
I08393,P04473,W09954,3875,456,7456,2026-05-24
I08394,P06327,W09593,173,147,1124,2026-03-22
I08395,P04131,W01794,543,449,3096,2026-05-28
I08396,P02548,W06921,2011,267,3724,2026-06-04
I08397,P02915,W09227,3373,256,8327,2026-04-22
I08398,P03139,W08811,2089,320,9019,2026-03-20
I08399,P06632,W02153,935,175,9112,2026-04-25
I08400,P08845,W07968,1154,291,5894,2026-06-03
I08401,P00097,W09534,1669,142,7356,2026-04-25
I08402,P01901,W01601,671,157,3852,2026-04-02
I08403,P07881,W09148,2563,240,3116,2026-03-19
I08404,P09684,W01631,1119,174,7954,2026-03-13
I08405,P09892,W02883,4017,422,9681,2026-04-20
I08406,P09914,W06126,3277,498,9461,2026-05-20
I08407,P02281,W07224,1946,188,7076,2026-04-16
I08408,P08896,W06473,4933,123,9199,2026-06-07
I08409,P05903,W03658,999,89,2034,2026-03-28
I08410,P09034,W00265,724,304,8561,2026-05-21
I08411,P08532,W08313,2605,395,5979,2026-05-21
I08412,P01768,W00090,3049,192,6535,2026-04-25
I08413,P01260,W06581,826,413,1130,2026-06-04
I08414,P00937,W09915,1793,92,9102,2026-05-20
I08415,P08336,W05488,1344,281,3233,2026-05-25
I08416,P00605,W04422,4804,58,6890,2026-04-22
I08417,P07823,W05018,2427,466,5822,2026-06-05
I08418,P08645,W09042,4320,64,9398,2026-05-15
I08419,P00124,W02955,4857,175,4031,2026-04-20
I08420,P00273,W05329,636,300,7880,2026-03-16
I08421,P02783,W09644,1227,421,9143,2026-04-24
I08422,P08740,W04011,19,380,5815,2026-04-30
I08423,P04189,W08195,4599,63,5046,2026-05-19
I08424,P06288,W05871,2146,210,9325,2026-04-17
I08425,P08245,W00748,1203,176,7164,2026-03-18
I08426,P00138,W05996,1432,411,6120,2026-05-21
I08427,P07392,W09047,4172,302,7176,2026-05-28
I08428,P07589,W06585,91,143,8619,2026-05-13
I08429,P03861,W01531,4665,364,2797,2026-05-28
I08430,P06522,W04627,2511,199,8910,2026-04-27
I08431,P02495,W04783,2177,475,4049,2026-06-01
I08432,P00794,W03133,2909,404,1329,2026-05-22
I08433,P02601,W01595,4931,151,2973,2026-03-23
I08434,P01964,W07640,2145,132,4547,2026-04-29
I08435,P07346,W00202,2374,440,1184,2026-04-23
I08436,P00628,W09686,1783,60,3865,2026-05-08
I08437,P07124,W04346,4588,290,1469,2026-03-14
I08438,P03532,W05079,330,252,3520,2026-04-16
I08439,P01878,W06867,657,411,3906,2026-03-12
I08440,P09321,W01671,668,411,5241,2026-06-01
I08441,P01105,W09568,1213,115,1822,2026-04-21
I08442,P08825,W08740,3321,338,9375,2026-05-04
I08443,P08187,W09692,1064,375,3320,2026-04-27
I08444,P03368,W04705,4576,348,1791,2026-04-25
I08445,P08146,W01643,4284,431,2061,2026-05-25
I08446,P09907,W02035,3548,402,9851,2026-06-07
I08447,P05548,W01300,1791,125,4900,2026-05-07
I08448,P00602,W03384,3893,182,8527,2026-04-07
I08449,P02937,W04532,3948,336,4604,2026-05-23
I08450,P08528,W08956,3388,319,9083,2026-03-19
I08451,P03884,W08918,4298,397,9725,2026-04-02
I08452,P08466,W08929,1762,126,7455,2026-03-10
I08453,P04300,W07277,4052,290,9106,2026-04-26
I08454,P07055,W08198,2112,176,9497,2026-05-31
I08455,P00759,W02680,4613,194,3368,2026-03-28
I08456,P08338,W03086,488,444,4749,2026-05-04
I08457,P07889,W05050,4681,224,7330,2026-04-07
I08458,P06698,W00499,4124,227,7847,2026-04-22
I08459,P00495,W06384,4011,78,1375,2026-06-02
I08460,P09423,W01699,16,418,4570,2026-03-25
I08461,P00341,W03016,801,68,9160,2026-04-03
I08462,P08787,W05261,4602,219,1832,2026-03-14
I08463,P07768,W08979,3234,177,3151,2026-05-17
I08464,P09953,W06551,2058,268,4558,2026-03-16
I08465,P08835,W03015,393,145,8802,2026-03-25
I08466,P06416,W02676,4668,108,5901,2026-03-23
I08467,P03660,W06657,2819,65,4751,2026-03-20
I08468,P06008,W03389,263,485,2277,2026-03-31
I08469,P01033,W03364,698,309,4525,2026-03-31
I08470,P04064,W09823,352,352,4852,2026-04-26
I08471,P03360,W02398,2356,72,6693,2026-05-27
I08472,P00610,W07744,3636,154,6178,2026-05-28
I08473,P05400,W04936,4438,319,4658,2026-03-11
I08474,P08104,W00837,1469,483,8470,2026-03-23
I08475,P01280,W02115,144,176,8777,2026-03-24
I08476,P00688,W00819,1778,192,3200,2026-03-28
I08477,P02729,W03390,4758,117,7723,2026-04-11
I08478,P04004,W07350,3006,205,9200,2026-05-02
I08479,P03613,W06359,2054,94,8180,2026-05-23
I08480,P07283,W03630,1964,482,6023,2026-05-19
I08481,P02651,W00615,571,493,1248,2026-04-17
I08482,P01154,W03537,3367,321,1667,2026-04-11
I08483,P04588,W07277,612,209,5323,2026-04-03
I08484,P07857,W02924,3768,356,1817,2026-03-31
I08485,P03507,W02991,4207,239,4103,2026-04-14
I08486,P05105,W00157,2722,446,3020,2026-05-13
I08487,P02829,W01996,680,135,8666,2026-03-21
I08488,P02423,W06082,4517,358,7522,2026-03-13
I08489,P09300,W08945,482,262,7841,2026-04-08
I08490,P09175,W07674,4052,158,6660,2026-05-14
I08491,P08051,W04505,2668,177,2277,2026-05-15
I08492,P05641,W05098,1150,236,7673,2026-03-11
I08493,P01569,W09953,1515,235,4894,2026-03-30
I08494,P07077,W01042,317,393,8646,2026-05-19
I08495,P06924,W03720,1588,399,8245,2026-06-01
I08496,P03746,W01715,2529,373,1442,2026-05-24
I08497,P08673,W00483,2488,53,9550,2026-04-27
I08498,P08319,W04864,2219,238,5691,2026-05-19
I08499,P03065,W00180,1795,425,2571,2026-03-30
I08500,P09330,W00382,4544,338,8788,2026-05-28
I08501,P06705,W08203,1318,193,3656,2026-03-11
I08502,P07475,W03773,3119,417,4532,2026-03-27
I08503,P03756,W02605,2542,360,4841,2026-03-22
I08504,P03184,W01676,4184,335,7547,2026-05-28
I08505,P01877,W01881,4727,109,5062,2026-04-10
I08506,P09987,W01993,798,321,6023,2026-06-04
I08507,P09005,W05642,2932,341,5445,2026-04-29
I08508,P05068,W05072,431,116,8659,2026-05-05
I08509,P01216,W05777,2434,336,1605,2026-04-14
I08510,P09954,W08966,416,417,7057,2026-03-27
I08511,P06754,W01387,2776,463,2392,2026-04-12
I08512,P09515,W02677,1701,111,5293,2026-04-03
I08513,P04949,W03712,3487,484,9043,2026-05-16
I08514,P02329,W07025,1801,372,2068,2026-06-05
I08515,P07273,W03908,1478,274,5849,2026-05-06
I08516,P05115,W07199,691,346,5430,2026-04-16
I08517,P05823,W06848,1297,464,9306,2026-05-17
I08518,P07549,W07058,1796,273,3508,2026-04-08
I08519,P06914,W06681,1588,86,7003,2026-06-03
I08520,P08323,W06596,2147,207,6242,2026-03-16
I08521,P09430,W05815,139,281,6431,2026-04-14
I08522,P01448,W05211,716,226,4250,2026-05-31
I08523,P06883,W00280,807,58,5928,2026-03-17
I08524,P01722,W09128,2348,55,7503,2026-06-07
I08525,P06572,W09694,2570,191,5929,2026-05-31
I08526,P05152,W00361,2603,96,9895,2026-03-17
I08527,P09772,W06500,3042,363,2166,2026-04-01
I08528,P04036,W02232,4029,312,5462,2026-05-13
I08529,P06080,W02225,1608,61,4454,2026-05-28
I08530,P09761,W00167,3122,314,1061,2026-06-05
I08531,P02598,W07102,2175,439,1277,2026-03-15
I08532,P06189,W00706,2412,452,7774,2026-06-04
I08533,P05595,W00672,3194,266,7234,2026-03-31
I08534,P01900,W09315,4130,111,1471,2026-04-09
I08535,P01468,W06402,4596,141,4536,2026-04-17
I08536,P03561,W04181,3978,121,1686,2026-06-05
I08537,P04279,W02975,1357,248,6670,2026-05-25
I08538,P03738,W01549,3464,232,9920,2026-05-22
I08539,P01867,W05998,1695,119,3100,2026-05-30
I08540,P02171,W01500,2900,168,3067,2026-05-22
I08541,P05679,W04097,1906,338,6253,2026-06-05
I08542,P08779,W01581,4834,192,7135,2026-03-16
I08543,P02380,W09471,1963,120,7475,2026-05-30
I08544,P01042,W04430,4175,135,5025,2026-04-21
I08545,P06676,W03649,922,475,1260,2026-06-03
I08546,P08828,W00101,4503,379,1015,2026-04-07
I08547,P09415,W07402,804,384,2318,2026-04-19
I08548,P06392,W00170,2443,87,2651,2026-04-14
I08549,P04400,W02649,2763,90,6298,2026-04-19
I08550,P00667,W01910,1323,73,2218,2026-03-28
I08551,P01940,W08770,1937,96,7708,2026-04-04
I08552,P06348,W01346,3364,360,1373,2026-05-07
I08553,P07701,W00919,225,400,4083,2026-06-07
I08554,P09306,W07824,4441,404,6546,2026-05-16
I08555,P05910,W01251,738,243,7025,2026-03-13
I08556,P01308,W02445,1503,327,7805,2026-03-19
I08557,P01190,W01841,897,397,3369,2026-04-01
I08558,P04550,W05538,3496,219,9847,2026-05-08
I08559,P00086,W08204,4471,55,1911,2026-04-26
I08560,P03022,W02790,1096,427,1879,2026-05-17
I08561,P01014,W06328,4607,321,8899,2026-05-02
I08562,P04633,W09396,2561,379,2449,2026-04-14
I08563,P09567,W03013,3156,126,5318,2026-03-19
I08564,P03966,W07854,3694,261,4877,2026-05-12
I08565,P00845,W04363,3857,335,7111,2026-03-10
I08566,P05804,W09704,2507,438,1838,2026-03-27
I08567,P04658,W07179,2365,483,9144,2026-04-13
I08568,P04667,W01130,4587,261,2963,2026-04-07
I08569,P08697,W09594,847,176,5967,2026-05-03
I08570,P04749,W07496,564,375,2216,2026-04-19
I08571,P08298,W04637,3110,226,1052,2026-04-19
I08572,P03194,W01304,4263,372,7923,2026-05-09
I08573,P01964,W08374,1072,168,7863,2026-04-29
I08574,P06609,W06784,2385,252,3881,2026-04-06
I08575,P02733,W09026,3472,386,8109,2026-03-31
I08576,P05392,W06026,3949,376,6788,2026-06-04
I08577,P07703,W07539,1157,276,2144,2026-04-18
I08578,P09359,W00039,1171,473,1763,2026-05-27
I08579,P04807,W00552,2824,275,1962,2026-03-17
I08580,P03399,W02526,3064,442,5428,2026-05-11
I08581,P02725,W05700,4790,347,1839,2026-05-01
I08582,P08732,W01265,1611,54,5493,2026-03-19
I08583,P00769,W00303,3593,284,7561,2026-04-23
I08584,P03234,W06153,2855,280,5008,2026-06-04
I08585,P02038,W06542,4518,398,4710,2026-03-21
I08586,P09993,W06334,1859,83,6645,2026-05-17
I08587,P01093,W04419,232,227,7003,2026-05-22
I08588,P04188,W09925,1408,411,9847,2026-03-15
I08589,P07731,W05130,1604,166,8834,2026-03-24
I08590,P02444,W00168,249,240,4250,2026-03-15
I08591,P09857,W07051,1538,368,4965,2026-03-29
I08592,P08425,W09202,358,256,4025,2026-05-06
I08593,P03885,W05535,1940,391,7000,2026-05-19
I08594,P08199,W08096,1359,376,6388,2026-03-28
I08595,P00583,W00655,3358,476,7517,2026-06-03
I08596,P02283,W09487,2278,240,4198,2026-05-31
I08597,P02378,W08308,3373,409,5400,2026-04-19
I08598,P04767,W05488,4827,116,6139,2026-06-02
I08599,P08432,W02699,1459,157,8936,2026-04-20
I08600,P03380,W02261,4045,320,5129,2026-03-13
I08601,P06043,W01368,607,308,2294,2026-04-20
I08602,P03826,W05129,2301,84,2460,2026-03-23
I08603,P07939,W09546,2128,391,1885,2026-03-17
I08604,P09869,W07778,3590,140,8523,2026-06-06
I08605,P00333,W07542,1844,274,6150,2026-04-20
I08606,P06789,W01982,2985,386,1564,2026-05-31
I08607,P01049,W03116,1388,223,3434,2026-04-21
I08608,P07233,W09778,2455,257,2610,2026-05-09
I08609,P06278,W02076,791,489,4018,2026-06-07
I08610,P01203,W06082,1016,490,2809,2026-03-29
I08611,P05074,W07900,2429,413,9276,2026-04-29
I08612,P02187,W06932,4313,182,9075,2026-06-05
I08613,P07111,W09400,4099,433,6423,2026-03-12
I08614,P05479,W05404,1204,417,3064,2026-03-20
I08615,P00052,W06614,4193,387,2685,2026-04-21
I08616,P03630,W00434,1863,380,5089,2026-03-18
I08617,P01194,W05075,3128,432,9985,2026-04-27
I08618,P03727,W01640,1530,449,9658,2026-05-25
I08619,P02851,W00979,2557,305,1165,2026-04-26
I08620,P09372,W01281,4025,239,2381,2026-06-02
I08621,P01783,W02981,2369,188,6180,2026-05-01
I08622,P06374,W05986,4460,260,9866,2026-04-11
I08623,P00378,W04598,2667,165,4757,2026-06-04
I08624,P06786,W01534,1158,129,3882,2026-04-04
I08625,P01367,W07332,1045,169,6464,2026-04-26
I08626,P05088,W01336,2245,472,4712,2026-05-25
I08627,P01403,W02699,978,152,7727,2026-04-08
I08628,P02816,W09972,3597,342,2707,2026-03-23
I08629,P05629,W07449,4590,216,1660,2026-04-03
I08630,P02170,W08414,901,130,5108,2026-04-18
I08631,P04954,W09624,3396,160,8836,2026-05-05
I08632,P09559,W07191,4382,107,5309,2026-03-31
I08633,P02080,W08094,4018,415,7967,2026-05-09
I08634,P06402,W03271,357,191,6218,2026-05-02
I08635,P04454,W06981,863,228,6870,2026-05-28
I08636,P00012,W06420,4014,346,1013,2026-05-07
I08637,P00869,W06840,4025,176,3850,2026-04-21
I08638,P01894,W09474,1047,388,7478,2026-05-12
I08639,P00169,W03671,3091,51,4587,2026-05-25
I08640,P06852,W03344,2613,354,6188,2026-03-21
I08641,P09409,W07415,850,132,5465,2026-03-29
I08642,P07372,W04505,4108,157,5449,2026-03-20
I08643,P07037,W03403,3078,98,7240,2026-06-02
I08644,P02952,W00389,4575,459,7402,2026-05-31
I08645,P04069,W09905,210,132,6315,2026-06-05
I08646,P09133,W00940,3120,101,9879,2026-04-14
I08647,P07297,W01131,3429,347,8858,2026-05-24
I08648,P04639,W07422,1191,284,7023,2026-06-02
I08649,P02380,W00267,3831,371,9155,2026-04-07
I08650,P03192,W08083,3301,480,9771,2026-04-13
I08651,P06105,W09992,1084,404,5441,2026-05-08
I08652,P05243,W03833,2413,113,4818,2026-03-24
I08653,P03846,W00152,4743,203,5215,2026-04-20
I08654,P02802,W07037,4603,290,6850,2026-03-17
I08655,P07953,W02119,3496,371,1504,2026-04-06
I08656,P07052,W09106,2207,349,9139,2026-04-04
I08657,P01790,W04708,4590,239,5711,2026-06-07
I08658,P01537,W03313,3693,377,5369,2026-04-10
I08659,P05753,W08379,4525,140,1214,2026-05-15
I08660,P08351,W05754,4858,237,2305,2026-05-14
I08661,P02012,W02421,1029,264,5962,2026-05-05
I08662,P08228,W00379,757,427,9615,2026-04-11
I08663,P02726,W02346,3119,140,5675,2026-03-25
I08664,P03815,W03902,2023,485,4471,2026-03-20
I08665,P05118,W02909,4439,354,4029,2026-03-10
I08666,P05340,W06267,2111,321,2627,2026-03-13
I08667,P08091,W04005,1309,185,4801,2026-03-13
I08668,P06740,W08489,3796,99,5288,2026-06-07
I08669,P09788,W03038,1777,201,5549,2026-05-21
I08670,P08280,W02093,3466,53,2945,2026-04-20
I08671,P04451,W02288,3032,264,6040,2026-04-21
I08672,P05911,W05041,4773,111,9072,2026-05-20
I08673,P07371,W08041,2933,60,3471,2026-06-07
I08674,P02960,W04347,1898,487,4748,2026-04-20
I08675,P00108,W00592,1534,245,4611,2026-06-07
I08676,P08403,W07543,4868,223,8011,2026-03-16
I08677,P05935,W02131,4774,287,9095,2026-04-20
I08678,P08884,W05754,3678,71,6629,2026-05-26
I08679,P01995,W01796,215,86,6088,2026-03-30
I08680,P05232,W06541,1035,90,5004,2026-04-23
I08681,P03129,W09294,2077,149,8487,2026-05-08
I08682,P08083,W06054,105,360,5221,2026-03-17
I08683,P02458,W09543,2195,133,5275,2026-04-16
I08684,P02359,W05785,1302,100,8565,2026-05-05
I08685,P00924,W05126,1836,404,1990,2026-04-29
I08686,P04358,W09739,493,372,2359,2026-03-30
I08687,P05721,W03826,2652,376,5458,2026-05-24
I08688,P04315,W08094,1078,126,7078,2026-05-10
I08689,P01136,W08190,830,151,9710,2026-04-29
I08690,P07005,W05704,3800,120,9190,2026-05-16
I08691,P04545,W09177,2769,466,8353,2026-04-12
I08692,P06742,W07717,2869,198,9579,2026-05-18
I08693,P02811,W08908,2667,410,7981,2026-06-04
