inventory_id,product_id,warehouse_id,current_stock,reorder_level,max_capacity,last_updated,unit_price_ngn,inventory_value
I07590,P02491,W05040,4098,385,6270,2026-04-09,18722.37,76724272.25999999
I07591,P05885,W07052,2092,213,8091,2026-05-20,4443.71,9296241.32
I07592,P08697,W09481,2499,127,6535,2026-04-01,22832.22,57057717.78
I07593,P09323,W09982,1720,441,1231,2026-04-29,1484.41,2553185.2
I07594,P07120,W09458,302,322,3884,2026-05-27,4929.06,1488576.12
I07595,P04068,W04858,2745,147,3970,2026-05-14,16214.66,44509241.7
I07596,P01833,W09482,663,305,5141,2026-03-20,8220.78,5450377.140000001
I07597,P08881,W08236,4303,395,3580,2026-04-25,23305.54,100283738.62
I07598,P03534,W05032,4007,193,3956,2026-05-31,23549.51,94362886.57
I07599,P06889,W08098,3734,443,2557,2026-03-22,15113.09,56432278.06
I07600,P07413,W06973,4513,256,8986,2026-04-06,3451.68,15577431.84
I07601,P04028,W02178,2,287,8992,2026-06-04,6917.16,13834.32
I07602,P05115,W02447,1833,394,7420,2026-04-30,20886.07,38284166.31
I07603,P04504,W02440,1799,371,8531,2026-04-20,3480.11,6260717.890000001
I07604,P08774,W04672,859,261,4543,2026-05-31,10450.49,8976970.91
I07605,P00054,W00585,2960,468,8117,2026-04-01,10213.63,30232344.799999997
I07606,P07053,W09731,1698,302,7946,2026-05-01,1182.22,2007409.56
I07607,P05233,W03875,4604,347,3572,2026-06-04,21647.97,99667253.88000001
I07608,P02654,W05058,1471,395,2228,2026-05-05,3332.22,4901695.62
I07609,P04097,W08883,2838,334,6618,2026-04-15,8179.78,23214215.64
I07610,P03069,W01210,4106,260,6037,2026-03-31,11627.16,47741118.96
I07611,P06967,W04761,2105,433,1651,2026-04-03,23018.3,48453521.5
I07612,P07070,W00008,1250,306,3324,2026-06-04,24796.92,30996149.999999996
I07613,P02192,W04030,276,173,4039,2026-05-15,18034.72,4977582.720000001
I07614,P04828,W04154,1602,118,1523,2026-04-26,8657.0,13868514.0
I07615,P08439,W04233,3101,184,3994,2026-05-26,10128.22,31407610.22
I07616,P04899,W01698,2710,255,6159,2026-03-26,18508.05,50156815.5
I07617,P04393,W05941,1524,72,8341,2026-06-04,19095.8,29101999.2
I07618,P01670,W03217,4159,422,1989,2026-04-21,17419.98,72449696.82
I07619,P01925,W02156,2022,80,8540,2026-03-11,15813.05,31973987.099999998
I07620,P06355,W04377,2296,283,1748,2026-03-23,14028.5,32209436.0
I07621,P00754,W07714,1397,174,2713,2026-05-02,14824.38,20709658.86
I07622,P01556,W09862,2496,444,6074,2026-05-25,780.86,1949026.56
I07623,P02624,W06352,4080,168,9092,2026-05-17,21215.89,86560831.2
I07624,P04049,W00901,47,417,4005,2026-03-19,6394.38,300535.86
I07625,P09604,W09054,3098,345,2766,2026-05-17,6765.98,20961006.04
I07626,P01210,W07139,944,406,3060,2026-04-06,11635.49,10983902.56
I07627,P05557,W03867,1448,328,7930,2026-05-07,11094.02,16064140.96
I07628,P05190,W01866,1301,384,4241,2026-06-03,8309.38,10810503.379999999
I07629,P08597,W06921,4614,74,2426,2026-04-26,17772.84,82003883.76
I07630,P03973,W00710,694,345,8908,2026-04-07,11862.44,8232533.36
I07631,P03530,W08944,3948,227,3118,2026-05-21,3379.44,13342029.120000001
I07632,P04547,W03688,2421,358,1820,2026-05-17,20820.59,50406648.39
I07633,P08804,W07985,4281,187,6795,2026-05-24,12115.75,51867525.75
I07634,P06599,W02043,1783,436,6406,2026-04-17,3910.5,6972421.5
I07635,P05371,W08513,365,112,3978,2026-03-31,8731.7,3187070.5000000005
I07636,P09153,W00493,2420,175,3050,2026-06-06,20158.86,48784441.2
I07637,P07267,W00371,3104,406,5571,2026-05-19,20097.71,62383291.839999996
I07638,P07028,W09646,2096,175,1004,2026-04-07,21139.06,44307469.760000005
I07639,P03954,W09813,689,346,7693,2026-04-18,22667.24,15617728.360000001
I07640,P00317,W03150,481,131,5624,2026-05-24,4845.39,2330632.5900000003
I07641,P07329,W02826,1006,204,7008,2026-03-13,22849.95,22987049.7
I07642,P00235,W01677,2203,65,7315,2026-04-07,11409.73,25135635.189999998
I07643,P05753,W00608,171,83,8409,2026-03-10,16544.53,2829114.63
I07644,P07761,W04903,4081,150,8329,2026-05-16,12108.0,49412748.0
I07645,P03083,W02259,3701,316,3462,2026-03-29,8998.4,33303078.4
I07646,P03912,W02320,3539,366,8859,2026-03-17,12460.55,44097886.449999996
I07647,P06402,W03391,1990,62,4517,2026-04-09,9272.2,18451678.0
I07648,P06157,W08789,1573,494,6508,2026-03-28,21805.76,34300460.48
I07649,P01778,W00114,2877,80,6754,2026-03-15,1055.79,3037507.83
I07650,P04299,W08825,944,487,1387,2026-03-17,24268.68,22909633.92
I07651,P05193,W04991,4594,120,5917,2026-05-01,18544.44,85193157.36
I07652,P07029,W09935,3950,181,2586,2026-05-31,1414.17,5585971.5
I07653,P08648,W01330,3619,314,2397,2026-05-30,10673.86,38628699.34
I07654,P00839,W06252,4445,324,1005,2026-06-05,22792.47,101312529.15
I07655,P07183,W06947,671,73,4100,2026-06-03,7808.31,5239376.010000001
I07656,P02053,W09583,2042,413,6963,2026-05-08,4587.0,9366654.0
I07657,P04059,W04951,3755,120,6606,2026-04-15,10052.07,37745522.85
I07658,P04523,W02765,4080,84,5123,2026-04-11,13032.13,53171090.4
I07659,P05334,W07131,2460,271,9998,2026-05-15,9214.31,22667202.599999998
I07660,P01957,W04478,3686,114,5372,2026-06-03,19298.92,71135819.11999999
I07661,P09040,W08101,3745,289,8273,2026-03-25,12909.43,48345815.35
I07662,P04806,W03335,3715,142,4556,2026-03-14,1498.53,5567038.95
I07663,P09426,W03352,4051,145,9233,2026-05-28,8178.94,33132885.939999998
I07664,P08025,W07845,4213,331,6543,2026-03-29,6146.06,25893350.78
I07665,P07196,W05098,453,495,9220,2026-03-20,5775.65,2616369.4499999997
I07666,P06421,W07918,861,374,4827,2026-04-17,17743.57,15277213.77
I07667,P07472,W00235,4760,106,1342,2026-04-23,22845.35,108743866.0
I07668,P00246,W04730,4945,240,6507,2026-05-27,18665.81,92302430.45
I07669,P08973,W05430,2047,112,4208,2026-06-01,13948.41,28552395.27
I07670,P01227,W02363,3251,139,7649,2026-05-08,23335.76,75864555.75999999
I07671,P08609,W00458,3084,137,6104,2026-05-03,14193.43,43772538.12
I07672,P00805,W00337,1972,492,8719,2026-05-26,17854.48,35209034.56
I07673,P00922,W01531,1291,286,3512,2026-05-02,24158.18,31188210.38
I07674,P07251,W05687,2271,135,9891,2026-05-27,13441.67,30526032.57
I07675,P08546,W04142,3932,122,8810,2026-05-01,17887.62,70334121.83999999
I07676,P06665,W04006,971,303,4911,2026-03-14,5052.54,4906016.34
I07677,P07180,W00584,2240,391,6658,2026-03-29,14283.23,31994435.2
I07678,P07248,W08920,4280,165,6438,2026-05-24,16810.41,71948554.8
I07679,P04714,W00715,3006,307,8191,2026-05-27,20145.94,60558695.63999999
I07680,P00467,W03678,2898,51,5369,2026-04-27,10465.47,30328932.06
I07681,P05627,W00877,3180,226,6874,2026-03-21,2448.81,7787215.8
I07682,P01485,W00296,3759,56,2321,2026-03-14,8257.9,31041446.099999998
I07683,P00668,W09312,1997,318,6560,2026-05-18,23429.86,46789430.42
I07684,P03230,W02939,698,380,5707,2026-04-17,21473.35,14988398.299999999
I07685,P00042,W07673,3881,261,5532,2026-05-07,16899.44,65586726.63999999
I07686,P09805,W07825,3718,315,6851,2026-05-28,17093.51,63553670.17999999
I07687,P03199,W07163,256,130,6823,2026-03-17,8737.84,2236887.04
I07688,P06284,W07596,2429,409,9963,2026-05-17,6107.92,14836137.68
I07689,P06228,W05871,2797,366,9275,2026-05-25,17816.96,49834037.12
I07690,P06108,W04230,381,205,7628,2026-04-10,10462.91,3986368.71
I07691,P00865,W07238,979,200,2900,2026-05-25,9272.3,9077581.7
I07692,P00928,W02848,73,148,8191,2026-03-17,12018.58,877356.34
I07693,P04597,W06108,1890,80,9779,2026-05-17,11216.33,21198863.7
I07694,P05514,W00281,1746,193,7995,2026-03-26,1073.77,1874802.42
I07695,P01092,W01096,3229,348,6637,2026-05-01,10677.06,34476226.739999995
I07696,P03135,W09706,4152,448,6818,2026-05-17,9232.39,38332883.28
I07697,P03891,W04463,3952,76,9975,2026-04-16,16336.5,64561848.0
I07698,P09653,W07571,1505,60,1887,2026-04-01,7514.31,11309036.55
I07699,P07200,W07211,1583,63,4158,2026-04-08,19515.72,30893384.76
I07700,P04717,W00294,3301,441,9947,2026-04-09,15782.88,52099286.879999995
I07701,P04341,W05591,484,121,8439,2026-04-16,12619.77,6107968.680000001
I07702,P01372,W02077,4499,472,6925,2026-06-03,7406.62,33322383.38
I07703,P02976,W07059,598,187,5164,2026-04-30,20072.43,12003313.14
I07704,P00779,W05392,4504,142,1963,2026-03-10,6688.0,30122752.0
I07705,P05725,W07491,4465,294,7336,2026-05-30,12138.94,54200367.1
I07706,P09826,W02595,4831,178,3950,2026-03-28,6959.48,33621247.879999995
I07707,P08679,W08336,1411,398,1787,2026-05-23,16844.87,23768111.57
I07708,P03209,W04686,959,497,3387,2026-04-20,9592.37,9199082.83
I07709,P06271,W09533,2736,77,6259,2026-05-29,289.37,791716.3200000001
I07710,P09057,W02397,2634,177,7784,2026-05-21,2064.01,5436602.340000001
I07711,P03711,W00583,3181,297,9033,2026-05-21,22916.78,72898277.17999999
I07712,P08802,W03850,1471,100,9335,2026-06-02,5167.11,7600818.81
I07713,P08138,W04395,4978,349,7165,2026-03-31,14740.83,73379851.74
I07714,P00619,W07880,804,257,9659,2026-03-31,3934.05,3162976.2
I07715,P03665,W00023,1274,298,8270,2026-03-21,10866.08,13843385.92
I07716,P03459,W08823,2493,188,3138,2026-05-06,7132.54,17781422.22
I07717,P04470,W08556,3311,170,6086,2026-05-24,5341.79,17686666.69
I07718,P09489,W05700,1633,116,5494,2026-05-04,16632.78,27161329.74
I07719,P04051,W00647,3056,308,9527,2026-04-11,9516.88,29083585.279999997
I07720,P07444,W04849,4907,292,5528,2026-04-25,5537.42,27172119.94
I07721,P08876,W03759,4935,467,7317,2026-03-22,8119.53,40069880.55
I07722,P04555,W04448,4296,403,3775,2026-06-06,23307.75,100130094.0
I07723,P05059,W08339,3212,438,8672,2026-04-06,8233.35,26445520.200000003
I07724,P00546,W07181,4719,261,1517,2026-06-04,14455.19,68214041.61
I07725,P02523,W02124,1208,398,8764,2026-06-03,14524.54,17545644.32
I07726,P00382,W01238,4869,315,5306,2026-05-12,15141.08,73721918.52
I07727,P03929,W02125,4462,311,7445,2026-05-09,8242.93,36779953.660000004
I07728,P07977,W05068,4479,110,1772,2026-04-07,21057.21,94315243.58999999
I07729,P04033,W06557,1733,207,6617,2026-04-30,20826.09,36091613.97
I07730,P06625,W00861,1451,274,5038,2026-03-25,19408.31,28161457.810000002
I07731,P02150,W03180,4493,485,9768,2026-03-30,24364.4,109469249.2
I07732,P06122,W01931,2686,249,2930,2026-04-20,23240.97,62425245.42
I07733,P09206,W08671,1396,228,1640,2026-05-15,10528.85,14698274.6
I07734,P06695,W05443,1355,233,9730,2026-04-14,21928.01,29712453.549999997
I07735,P02701,W08910,3594,339,3547,2026-05-24,21156.24,76035526.56
I07736,P04366,W01421,1240,466,3092,2026-05-26,24592.41,30494588.4
I07737,P07479,W04612,3312,322,4669,2026-04-22,10447.68,34602716.160000004
I07738,P01206,W03927,1461,319,5922,2026-06-03,13354.96,19511596.56
I07739,P00033,W03174,4208,90,6505,2026-04-29,24116.2,101480969.60000001
I07740,P06007,W09681,2632,457,8735,2026-03-13,19356.69,50946808.08
I07741,P02761,W07071,2607,497,5478,2026-04-25,9420.24,24558565.68
I07742,P00502,W05548,3095,372,1223,2026-05-16,14013.23,43370946.85
I07743,P02260,W01658,2782,221,8224,2026-03-14,7650.24,21282967.68
I07744,P08461,W07643,2423,159,8002,2026-05-29,8323.25,20167234.75
I07745,P01486,W06304,479,206,2955,2026-04-15,20078.64,9617668.56
I07746,P03902,W02291,2867,237,6455,2026-04-09,19956.49,57215256.830000006
I07747,P00602,W01664,1958,458,9885,2026-06-07,23130.77,45290047.660000004
I07748,P01701,W06813,2531,372,3619,2026-05-06,14275.92,36132353.52
I07749,P01412,W00903,344,481,1867,2026-04-29,10177.06,3500908.6399999997
I07750,P00882,W07535,839,315,7371,2026-05-11,3541.16,2971033.2399999998
I07751,P06372,W06506,4643,227,5393,2026-04-16,23923.38,111076253.34
I07752,P08614,W04894,292,133,7092,2026-05-03,5362.36,1565809.1199999999
I07753,P01822,W08211,1547,151,9811,2026-04-29,2843.33,4398631.51
I07754,P03022,W03441,4076,467,2767,2026-04-05,15228.4,62070958.4
I07755,P08367,W03495,2235,487,9198,2026-04-20,10576.31,23638052.849999998
I07756,P01808,W07125,2342,315,3686,2026-05-16,17856.16,41819126.72
I07757,P03766,W04805,1522,267,2979,2026-05-20,10632.79,16183106.38
I07758,P07197,W06345,1614,337,7400,2026-03-24,8113.31,13094882.34
I07759,P08232,W01966,404,122,1016,2026-05-06,15390.8,6217883.199999999
I07760,P01780,W05792,4743,384,4110,2026-04-17,15133.3,71777241.89999999
I07761,P09145,W06728,370,403,7699,2026-05-08,7843.14,2901961.8000000003
I07762,P06369,W06148,829,118,7880,2026-04-17,4816.58,3992944.82
I07763,P04844,W04150,883,392,4975,2026-03-29,7010.01,6189838.83
I07764,P01955,W02260,3391,361,1196,2026-05-25,18223.76,61796770.16
I07765,P08379,W01532,3283,192,9983,2026-05-24,24108.96,79149715.67999999
I07766,P01949,W02293,2353,207,3473,2026-05-27,5946.73,13992655.69
I07767,P09866,W05128,737,411,2034,2026-05-21,4827.94,3558191.78
I07768,P05161,W04772,2090,163,6073,2026-05-18,17845.16,37296384.4
I07769,P04349,W08819,3664,229,4078,2026-04-02,11723.28,42954097.92
I07770,P05129,W00120,3363,332,7799,2026-04-18,8681.8,29196893.4
I07771,P06144,W09486,939,244,6344,2026-03-28,3615.62,3395067.1799999997
I07772,P01808,W07827,3065,258,1288,2026-04-19,17856.16,54729130.4
I07773,P04320,W06079,2570,453,5056,2026-05-23,283.3,728081.0
I07774,P09929,W08638,3385,145,2198,2026-04-07,22803.11,77188527.35000001
I07775,P04990,W03430,1817,381,6042,2026-04-22,877.25,1593963.25
I07776,P06554,W01899,505,285,4882,2026-05-17,450.71,227608.55
I07777,P01369,W08822,2264,108,6276,2026-04-25,17677.33,40021475.120000005
I07778,P04600,W02727,4981,223,2787,2026-03-15,10631.62,52956099.220000006
I07779,P06126,W00099,878,366,5979,2026-03-12,8235.22,7230523.159999999
I07780,P08414,W04393,3420,457,6623,2026-04-30,17891.19,61187869.8
I07781,P02576,W04529,1228,336,2269,2026-05-27,8476.31,10408908.68
I07782,P04019,W04510,3062,149,4312,2026-05-14,431.12,1320089.44
I07783,P07219,W03058,3480,496,3975,2026-05-10,10339.6,35981808.0
I07784,P02223,W03715,4071,416,1850,2026-05-16,22353.62,91001587.02
I07785,P04455,W02542,520,166,2870,2026-03-13,19747.53,10268715.6
I07786,P07384,W03043,1559,427,2298,2026-03-20,1951.12,3041796.0799999996
I07787,P09612,W03191,2105,235,7764,2026-04-30,9924.36,20890777.8
I07788,P02786,W07508,1379,456,2567,2026-04-15,14155.25,19520089.75
I07789,P04189,W08836,804,434,4921,2026-04-23,17201.87,13830303.479999999
I07790,P03735,W04536,2003,476,8931,2026-04-06,6803.52,13627450.56
I07791,P00567,W09955,4192,145,7545,2026-04-02,17428.65,73060900.80000001
I07792,P03674,W02996,2447,377,6929,2026-05-20,11378.6,27843434.2
I07793,P02974,W06862,430,380,2043,2026-05-01,2554.85,1098585.5
I07794,P01265,W04145,1626,86,1618,2026-04-26,14899.13,24225985.38
I07795,P02368,W04058,149,439,4471,2026-04-03,12187.07,1815873.43
I07796,P00619,W02613,3876,148,6025,2026-05-17,3934.05,15248377.8
I07797,P09701,W07606,4758,96,5435,2026-04-30,15708.72,74742089.75999999
I07798,P05199,W05522,3630,240,2268,2026-05-01,3082.19,11188349.700000001
I07799,P08105,W08539,4011,358,6361,2026-04-24,11508.5,46160593.5
I07800,P00777,W01424,3282,456,1913,2026-05-19,19523.27,64075372.14
I07801,P04244,W01326,2226,198,1688,2026-03-28,6729.77,14980468.020000001
I07802,P01429,W07849,1705,404,3949,2026-04-27,20184.87,34415203.35
I07803,P06493,W02298,798,124,1992,2026-03-15,732.61,584622.78
I07804,P03442,W03592,2585,230,4294,2026-03-11,23915.22,61820843.7
I07805,P00767,W08454,1446,56,2423,2026-05-21,11527.43,16668663.780000001
I07806,P08673,W01706,1561,247,3589,2026-05-07,21649.87,33795447.07
I07807,P01169,W00822,306,393,8647,2026-05-29,11433.77,3498733.62
I07808,P09516,W09790,2233,315,1560,2026-05-28,12721.27,28406595.91
I07809,P09133,W07298,32,483,8912,2026-04-27,8343.87,267003.84
I07810,P09611,W08530,4958,496,3928,2026-05-21,206.62,1024421.9600000001
I07811,P02118,W03403,4004,271,9791,2026-05-04,6640.25,26587561.0
I07812,P09832,W00568,377,181,7432,2026-03-31,12985.93,4895695.61
I07813,P02630,W00313,1893,141,7778,2026-03-18,22742.73,43051987.89
I07814,P09667,W06196,1597,472,4438,2026-03-15,7823.28,12493778.16
I07815,P05896,W01718,162,392,1386,2026-05-07,14372.14,2328286.6799999997
I07816,P06614,W04107,3744,405,6647,2026-06-03,10577.98,39603957.12
I07817,P05822,W02233,391,285,8824,2026-05-23,22707.36,8878577.76
I07818,P02258,W09459,3905,111,7591,2026-03-10,16317.72,63720696.599999994
I07819,P08348,W08677,3574,139,1834,2026-04-23,2724.87,9738685.379999999
I07820,P07857,W06041,129,247,5881,2026-06-03,21381.93,2758268.97
I07821,P04405,W07080,4986,493,7939,2026-04-23,12232.08,60989150.88
I07822,P06642,W01957,2455,256,8320,2026-04-07,2827.01,6940309.550000001
I07823,P04600,W00114,3235,407,1808,2026-04-18,10631.62,34393290.7
I07824,P00509,W08799,3343,410,3448,2026-05-30,6442.15,21536107.45
I07825,P04014,W08329,4416,359,1347,2026-03-22,5354.42,23645118.72
I07826,P08039,W05086,3580,375,9550,2026-05-17,11970.63,42854855.4
I07827,P01541,W07511,4918,495,5636,2026-05-31,7311.61,35958497.98
I07828,P01725,W05026,4701,98,6844,2026-04-12,2015.25,9473690.25
I07829,P02051,W05269,3695,83,6461,2026-03-13,8934.84,33014233.8
I07830,P04164,W05047,230,81,9537,2026-06-02,5610.4,1290392.0
I07831,P02368,W09813,715,468,7027,2026-05-13,12187.07,8713755.049999999
I07832,P06044,W07476,1538,315,6630,2026-05-14,3303.55,5080859.9
I07833,P05667,W05705,586,291,5085,2026-04-30,22583.26,13233790.36
I07834,P07601,W02537,4550,311,4252,2026-03-27,4334.17,19720473.5
I07835,P02359,W02115,4068,289,3086,2026-06-05,19825.32,80649401.76
I07836,P01028,W07440,4565,345,8783,2026-06-02,9501.56,43374621.4
I07837,P06437,W07236,3688,358,7681,2026-04-27,12328.59,45467839.92
I07838,P04349,W04738,3364,220,5269,2026-03-22,11723.28,39437113.92
I07839,P00952,W08320,3782,429,1882,2026-04-12,6642.27,25121065.14
I07840,P09209,W00599,4407,84,4353,2026-04-20,24120.56,106299307.92
I07841,P03136,W01983,3758,481,7982,2026-06-05,1413.02,5310129.16
I07842,P02935,W00743,471,193,8729,2026-06-06,5543.79,2611125.09
I07843,P02125,W00950,1576,338,8910,2026-06-03,8954.64,14112512.639999999
I07844,P08241,W08838,2114,339,4189,2026-03-31,17215.73,36394053.22
I07845,P07646,W06309,4738,258,9006,2026-06-05,12610.14,59746843.32
I07846,P05795,W06480,95,82,6207,2026-04-13,1236.56,117473.2
I07847,P04034,W05443,844,169,6878,2026-04-26,10465.22,8832645.68
I07848,P05340,W04976,2291,290,7815,2026-03-19,22428.82,51384426.62
I07849,P09175,W09242,121,290,4025,2026-05-31,23160.86,2802464.06
I07850,P01020,W06545,2286,254,3007,2026-03-18,2710.38,6195928.680000001
I07851,P03123,W09660,608,404,8042,2026-03-19,20828.69,12663843.52
I07852,P05800,W09912,2683,168,1892,2026-05-28,18004.52,48306127.160000004
I07853,P08063,W05236,1945,463,6651,2026-05-14,1479.05,2876752.25
I07854,P02531,W06204,3368,68,8808,2026-05-18,2769.85,9328854.799999999
I07855,P03786,W06042,454,263,4619,2026-06-03,8564.06,3888083.2399999998
I07856,P01829,W03713,1457,117,2336,2026-04-01,18239.41,26574820.37
I07857,P03818,W06989,2158,208,1147,2026-04-07,14916.79,32190432.82
I07858,P09981,W00313,2232,171,9570,2026-04-23,18518.48,41333247.36
I07859,P02153,W05093,3817,101,2661,2026-03-24,20916.9,79839807.30000001
I07860,P02492,W04811,4460,236,3132,2026-05-15,15194.64,67768094.39999999
I07861,P03287,W09363,2395,68,3892,2026-04-29,1705.65,4085031.75
I07862,P08641,W02335,3116,369,9290,2026-04-25,22999.22,71665569.52000001
I07863,P04517,W07902,1407,394,9976,2026-04-04,3187.55,4484882.850000001
I07864,P01456,W01707,3561,459,9720,2026-04-03,17896.38,63729009.18000001
I07865,P01680,W07404,4597,260,6402,2026-06-02,23400.37,107571500.89
I07866,P08300,W07488,1615,413,8563,2026-04-10,5899.6,9527854.0
I07867,P09172,W01664,2354,379,9657,2026-03-11,7074.17,16652596.18
I07868,P03710,W02616,2793,407,7235,2026-05-25,1064.76,2973874.68
I07869,P05506,W07513,4681,271,3627,2026-05-29,11092.61,51924507.410000004
I07870,P08227,W04419,2835,208,5146,2026-05-26,7252.69,20561376.15
I07871,P06619,W05408,4951,236,5680,2026-05-05,11175.06,55327722.059999995
I07872,P07529,W07953,2844,222,1244,2026-05-21,22468.15,63899418.6
I07873,P08638,W06451,1286,273,2714,2026-04-19,14811.76,19047923.36
I07874,P05088,W00726,2432,205,9864,2026-04-09,285.07,693290.24
I07875,P05321,W00053,1306,478,2128,2026-04-04,21069.54,27516819.240000002
I07876,P05171,W04186,2755,73,4680,2026-04-28,10469.31,28842949.049999997
I07877,P00715,W09208,4845,122,4405,2026-05-14,17093.12,82816166.39999999
I07878,P03795,W01680,3953,101,1254,2026-03-28,15746.15,62244530.949999996
I07879,P06063,W01386,99,324,8038,2026-05-07,14968.85,1481916.1500000001
I07880,P00335,W03353,1824,106,6416,2026-04-16,2061.02,3759300.48
I07881,P07719,W04347,4124,476,3734,2026-03-20,5694.69,23484901.56
I07882,P08750,W00397,1008,379,1390,2026-03-20,14595.84,14712606.72
I07883,P05270,W05569,2090,182,5202,2026-03-27,14101.02,29471131.8
I07884,P07935,W01549,3736,99,5409,2026-05-31,14015.93,52363514.480000004
I07885,P07213,W04145,1243,252,6969,2026-04-30,24378.87,30302935.41
I07886,P06497,W00834,4547,60,1806,2026-04-09,20442.91,92953911.77
I07887,P09276,W01465,1950,379,8874,2026-05-20,13744.23,26801248.5
I07888,P02725,W05656,3372,377,5595,2026-05-19,18313.43,61752885.96
I07889,P09169,W01361,1915,264,8680,2026-05-26,14186.56,27167262.4
I07890,P06718,W00516,1453,416,7132,2026-04-01,20307.06,29506158.180000003
I07891,P04987,W07046,136,193,2496,2026-03-24,1544.9,210106.40000000002
I07892,P00530,W01783,1490,477,8245,2026-03-25,8838.55,13169439.499999998
I07893,P08103,W07193,3918,143,7493,2026-06-01,23541.16,92234264.88
I07894,P03715,W07354,657,247,3064,2026-04-22,22920.27,15058617.39
I07895,P09379,W09512,3090,358,8189,2026-04-11,19231.42,59425087.8
I07896,P02944,W04741,3824,150,6453,2026-05-04,10293.64,39362879.36
I07897,P01608,W09203,2446,448,1231,2026-06-05,18531.74,45328636.04000001
I07898,P07408,W07699,1046,454,7830,2026-04-28,3396.95,3553209.6999999997
I07899,P07824,W01858,629,492,9370,2026-05-30,24844.86,15627416.94
I07900,P04451,W06344,437,240,9133,2026-04-18,5603.63,2448786.31
I07901,P06942,W03408,2581,300,5572,2026-04-18,21026.6,54269654.599999994
I07902,P09886,W00116,692,439,7711,2026-04-06,3138.93,2172139.56
I07903,P02688,W07061,4262,324,9315,2026-04-24,20087.0,85610794.0
I07904,P07078,W05950,4804,253,2808,2026-05-22,12722.26,61117737.04
I07905,P02775,W03576,4648,191,5007,2026-04-09,11065.09,51430538.32
I07906,P00376,W01604,3862,128,2268,2026-04-26,21209.87,81912517.94
I07907,P04507,W04912,4491,262,8118,2026-04-19,7963.81,35765470.71
I07908,P00552,W08683,1901,289,1649,2026-05-21,1010.84,1921606.84
I07909,P04403,W04004,261,203,2362,2026-04-05,24403.51,6369316.109999999
I07910,P06129,W01752,3142,308,1466,2026-04-23,15120.78,47509490.760000005
I07911,P04720,W08847,3444,144,9203,2026-05-24,17790.49,61270447.56
I07912,P09478,W09494,4567,258,3047,2026-05-05,4349.91,19866038.97
I07913,P02007,W00697,3626,264,8137,2026-05-16,7998.92,29004083.92
I07914,P04052,W03560,416,82,7293,2026-05-06,14859.34,6181485.44
I07915,P01445,W01126,4913,475,5959,2026-04-11,276.28,1357363.64
I07916,P05037,W07116,975,195,7075,2026-04-13,24838.2,24217245.0
I07917,P06346,W01448,4065,125,3816,2026-05-09,899.93,3658215.4499999997
I07918,P01608,W06222,4270,85,1132,2026-03-19,18531.74,79130529.80000001
I07919,P01761,W09195,4111,393,5085,2026-04-15,4507.16,18528934.759999998
I07920,P06959,W07065,4178,201,8650,2026-04-30,1457.59,6089811.02
I07921,P07462,W03622,4761,450,8028,2026-04-22,16205.64,77155052.03999999
I07922,P00242,W00413,646,464,3821,2026-04-26,22224.66,14357130.36
I07923,P02812,W02870,4287,436,2467,2026-05-04,15656.15,67117915.05
I07924,P02646,W09440,4285,54,4848,2026-03-23,490.47,2101663.95
I07925,P07714,W05718,3747,93,7152,2026-05-16,19017.51,71258609.97
I07926,P00510,W03483,904,375,3925,2026-04-07,11554.97,10445692.879999999
I07927,P03626,W06723,1901,333,2721,2026-05-17,19724.47,37496217.47
I07928,P03470,W09223,4406,187,5779,2026-03-28,3773.0,16623838.0
I07929,P09578,W04254,4753,109,4757,2026-05-20,12763.21,60663537.129999995
I07930,P08423,W02835,2220,321,9748,2026-05-03,16435.42,36486632.4
I07931,P03389,W02723,3674,90,3762,2026-03-13,3482.44,12794484.56
I07932,P09963,W05590,4471,257,7952,2026-05-24,21276.49,95127186.79
I07933,P01974,W04701,349,61,7217,2026-05-05,20403.31,7120755.19
I07934,P07517,W09977,3465,108,6205,2026-05-24,20379.48,70614898.2
I07935,P08298,W08630,1983,124,5704,2026-03-19,12545.85,24878420.55
I07936,P03229,W09826,4836,488,1311,2026-05-27,11901.99,57558023.64
I07937,P08803,W08575,2572,85,5585,2026-03-29,21050.14,54140960.08
I07938,P07217,W02324,3696,257,5087,2026-05-26,9303.11,34384294.56
I07939,P00687,W02601,4964,326,6341,2026-03-16,4785.05,23752988.2
I07940,P08841,W03989,4046,379,7634,2026-04-22,9068.47,36691029.62
I07941,P05327,W04930,3704,412,5952,2026-03-22,1782.43,6602120.720000001
I07942,P02828,W06796,1052,498,5174,2026-05-26,24904.62,26199660.24
I07943,P08562,W00544,240,104,7450,2026-05-22,12845.41,3082898.4
I07944,P08973,W07771,4639,380,7217,2026-05-09,13948.41,64706673.99
I07945,P07590,W04581,2791,370,6353,2026-04-27,24338.08,67927581.28
I07946,P02951,W09290,2794,441,8762,2026-04-06,2227.24,6222908.56
I07947,P02015,W02007,2803,132,8224,2026-04-04,2615.67,7331723.01
I07948,P02724,W03496,3957,123,5721,2026-03-30,14768.7,58439745.900000006
I07949,P02856,W09364,2530,116,1891,2026-05-28,17512.28,44306068.4
I07950,P04601,W00148,4192,387,6522,2026-03-14,19323.21,81002896.32
I07951,P03414,W07366,3251,85,4911,2026-06-01,15661.24,50914691.24
I07952,P05767,W09094,3676,312,3862,2026-05-30,11152.41,40996259.16
