warehouse_id,warehouse_name,city,capacity
W07450,Central Warehouse 7450,Ibadan,42580
W07451,Central Warehouse 7451,Abuja,51031
W07452,Central Warehouse 7452,Ibadan,70667
W07453,Distribution Hub 7453,Ibadan,35477
W07454,Supply Center 7454,Kano,78523
W07455,Supply Center 7455,Lagos,46502
W07456,Supply Center 7456,Kano,45771
W07457,Central Warehouse 7457,Kano,60935
W07458,Distribution Hub 7458,Ibadan,33224
W07459,Distribution Hub 7459,Lagos,19592
W07460,Central Warehouse 7460,Port Harcourt,65539
W07461,Central Warehouse 7461,Ogun,3342
W07462,Distribution Hub 7462,Ogun,36082
W07463,Supply Center 7463,Ogun,23146
W07464,Central Warehouse 7464,Ibadan,68144
W07465,Distribution Hub 7465,Ogun,35736
W07466,Central Warehouse 7466,Ibadan,22334
W07467,Central Warehouse 7467,Ogun,74120
W07468,Supply Center 7468,Abuja,63906
W07469,Supply Center 7469,Ibadan,13424
W07470,Supply Center 7470,Abuja,15931
W07471,Distribution Hub 7471,Ibadan,68550
W07472,Distribution Hub 7472,Kano,82038
W07473,Central Warehouse 7473,Abuja,9706
W07474,Central Warehouse 7474,Port Harcourt,33777
W07475,Distribution Hub 7475,Abuja,69307
W07476,Distribution Hub 7476,Ibadan,73701
W07477,Distribution Hub 7477,Lagos,57372
W07478,Central Warehouse 7478,Ibadan,66945
W07479,Distribution Hub 7479,Ogun,73235
W07480,Supply Center 7480,Port Harcourt,29523
W07481,Supply Center 7481,Ogun,91949
W07482,Central Warehouse 7482,Kano,94584
W07483,Distribution Hub 7483,Ibadan,75043
W07484,Supply Center 7484,Port Harcourt,9864
W07485,Supply Center 7485,Port Harcourt,92401
W07486,Supply Center 7486,Ibadan,68723
W07487,Central Warehouse 7487,Ogun,28980
W07488,Supply Center 7488,Kano,67929
W07489,Supply Center 7489,Kano,89556
W07490,Distribution Hub 7490,Abuja,29765
W07491,Supply Center 7491,Abuja,79563
W07492,Distribution Hub 7492,Lagos,4478
W07493,Supply Center 7493,Abuja,95613
W07494,Central Warehouse 7494,Kano,64783
W07495,Supply Center 7495,Lagos,39051
W07496,Supply Center 7496,Port Harcourt,5713
W07497,Central Warehouse 7497,Ogun,22342
W07498,Supply Center 7498,Kano,90425
W07499,Distribution Hub 7499,Ogun,14449
W07500,Central Warehouse 7500,Kano,44566
W07501,Supply Center 7501,Lagos,88518
W07502,Distribution Hub 7502,Abuja,56696
W07503,Supply Center 7503,Port Harcourt,28169
W07504,Supply Center 7504,Abuja,63173
W07505,Supply Center 7505,Lagos,32371
W07506,Supply Center 7506,Lagos,73509
W07507,Supply Center 7507,Ibadan,88390
W07508,Central Warehouse 7508,Port Harcourt,43714
W07509,Distribution Hub 7509,Ogun,37195
W07510,Central Warehouse 7510,Lagos,20356
W07511,Supply Center 7511,Ogun,64164
W07512,Central Warehouse 7512,Lagos,49223
W07513,Distribution Hub 7513,Ogun,12464
W07514,Central Warehouse 7514,Ibadan,68544
W07515,Supply Center 7515,Abuja,7692
W07516,Distribution Hub 7516,Ibadan,61671
W07517,Central Warehouse 7517,Ogun,89074
W07518,Distribution Hub 7518,Ibadan,95812
W07519,Distribution Hub 7519,Ogun,8369
W07520,Supply Center 7520,Port Harcourt,17245
W07521,Distribution Hub 7521,Port Harcourt,16346
W07522,Supply Center 7522,Ibadan,39758
W07523,Supply Center 7523,Lagos,86300
W07524,Distribution Hub 7524,Kano,2494
W07525,Central Warehouse 7525,Kano,82057
W07526,Supply Center 7526,Ibadan,13128
W07527,Distribution Hub 7527,Port Harcourt,49951
W07528,Central Warehouse 7528,Ibadan,19148
W07529,Supply Center 7529,Ogun,44576
W07530,Distribution Hub 7530,Lagos,3928
W07531,Distribution Hub 7531,Ogun,59552
W07532,Central Warehouse 7532,Lagos,70253
W07533,Supply Center 7533,Ogun,24830
W07534,Distribution Hub 7534,Abuja,35799
W07535,Distribution Hub 7535,Ibadan,85009
W07536,Distribution Hub 7536,Kano,34165
W07537,Supply Center 7537,Lagos,57456
W07538,Central Warehouse 7538,Kano,35495
W07539,Distribution Hub 7539,Kano,52751
W07540,Supply Center 7540,Lagos,22370
W07541,Central Warehouse 7541,Ibadan,4284
W07542,Distribution Hub 7542,Lagos,24659
W07543,Distribution Hub 7543,Kano,58419
W07544,Supply Center 7544,Ogun,87059
W07545,Distribution Hub 7545,Lagos,15190
W07546,Supply Center 7546,Port Harcourt,2214
W07547,Central Warehouse 7547,Port Harcourt,16271
W07548,Distribution Hub 7548,Ibadan,82211
W07549,Central Warehouse 7549,Port Harcourt,65744
W07550,Central Warehouse 7550,Abuja,83505
W07551,Supply Center 7551,Ogun,39282
W07552,Supply Center 7552,Port Harcourt,91668
W07553,Central Warehouse 7553,Ibadan,75752
W07554,Distribution Hub 7554,Ibadan,13328
W07555,Central Warehouse 7555,Lagos,53108
W07556,Supply Center 7556,Ibadan,75077
W07557,Distribution Hub 7557,Ibadan,82953
W07558,Supply Center 7558,Ibadan,86681
W07559,Supply Center 7559,Port Harcourt,89045
W07560,Distribution Hub 7560,Kano,6408
W07561,Supply Center 7561,Abuja,95167
W07562,Distribution Hub 7562,Port Harcourt,50777
W07563,Distribution Hub 7563,Ibadan,49941
W07564,Supply Center 7564,Lagos,8214
W07565,Central Warehouse 7565,Kano,88575
W07566,Supply Center 7566,Lagos,65120
W07567,Central Warehouse 7567,Ibadan,6910
W07568,Central Warehouse 7568,Ibadan,86886
W07569,Central Warehouse 7569,Ibadan,70218
W07570,Distribution Hub 7570,Ogun,77369
W07571,Supply Center 7571,Kano,74196
W07572,Central Warehouse 7572,Ibadan,74601
W07573,Supply Center 7573,Abuja,69841
W07574,Central Warehouse 7574,Port Harcourt,4364
W07575,Supply Center 7575,Lagos,77243
W07576,Central Warehouse 7576,Abuja,15964
W07577,Distribution Hub 7577,Lagos,17566
W07578,Supply Center 7578,Lagos,24224
W07579,Supply Center 7579,Kano,68498
W07580,Central Warehouse 7580,Kano,16033
W07581,Central Warehouse 7581,Ogun,18485
W07582,Distribution Hub 7582,Port Harcourt,2953
W07583,Supply Center 7583,Lagos,12434
W07584,Supply Center 7584,Lagos,40092
W07585,Supply Center 7585,Port Harcourt,25704
W07586,Distribution Hub 7586,Abuja,27747
W07587,Distribution Hub 7587,Abuja,92558
W07588,Distribution Hub 7588,Lagos,82889
W07589,Distribution Hub 7589,Port Harcourt,86204
W07590,Distribution Hub 7590,Ibadan,54344
W07591,Supply Center 7591,Ogun,11454
W07592,Supply Center 7592,Kano,1120
W07593,Distribution Hub 7593,Port Harcourt,7835
W07594,Supply Center 7594,Port Harcourt,40148
W07595,Central Warehouse 7595,Ogun,72322
W07596,Distribution Hub 7596,Ibadan,28281
W07597,Supply Center 7597,Ibadan,75765
W07598,Distribution Hub 7598,Abuja,20969
W07599,Central Warehouse 7599,Kano,42357
W07600,Distribution Hub 7600,Abuja,59418
W07601,Supply Center 7601,Ibadan,29697
W07602,Supply Center 7602,Ogun,58798
W07603,Distribution Hub 7603,Port Harcourt,18071
W07604,Supply Center 7604,Port Harcourt,44634
W07605,Distribution Hub 7605,Ibadan,5794
W07606,Distribution Hub 7606,Abuja,77341
W07607,Central Warehouse 7607,Abuja,51539
W07608,Central Warehouse 7608,Ogun,74319
W07609,Supply Center 7609,Ibadan,49182
W07610,Supply Center 7610,Ogun,78233
W07611,Supply Center 7611,Port Harcourt,3657
W07612,Central Warehouse 7612,Ogun,34472
W07613,Distribution Hub 7613,Lagos,38944
W07614,Central Warehouse 7614,Ogun,17758
W07615,Distribution Hub 7615,Port Harcourt,2013
W07616,Distribution Hub 7616,Kano,67578
W07617,Distribution Hub 7617,Port Harcourt,48118
W07618,Supply Center 7618,Lagos,16005
W07619,Central Warehouse 7619,Ibadan,48765
W07620,Supply Center 7620,Abuja,64822
W07621,Supply Center 7621,Ogun,92882
W07622,Supply Center 7622,Abuja,71125
W07623,Distribution Hub 7623,Lagos,70386
W07624,Distribution Hub 7624,Abuja,61596
W07625,Supply Center 7625,Port Harcourt,68423
W07626,Distribution Hub 7626,Kano,29201
W07627,Central Warehouse 7627,Kano,15045
W07628,Distribution Hub 7628,Ogun,28953
W07629,Supply Center 7629,Ogun,56118
W07630,Distribution Hub 7630,Kano,65288
W07631,Central Warehouse 7631,Ibadan,34594
W07632,Distribution Hub 7632,Kano,25860
W07633,Supply Center 7633,Lagos,58921
W07634,Distribution Hub 7634,Ibadan,35203
W07635,Central Warehouse 7635,Lagos,39548
W07636,Supply Center 7636,Ibadan,6875
W07637,Distribution Hub 7637,Kano,60083
W07638,Supply Center 7638,Ibadan,93955
W07639,Supply Center 7639,Abuja,88843
W07640,Distribution Hub 7640,Ibadan,41380
W07641,Supply Center 7641,Lagos,46308
W07642,Central Warehouse 7642,Kano,64568
W07643,Supply Center 7643,Kano,44177
W07644,Supply Center 7644,Ibadan,26690
W07645,Central Warehouse 7645,Abuja,51630
W07646,Central Warehouse 7646,Ibadan,23653
W07647,Supply Center 7647,Abuja,94992
W07648,Central Warehouse 7648,Abuja,80022
W07649,Supply Center 7649,Ibadan,34859
W07650,Distribution Hub 7650,Ogun,86154
W07651,Supply Center 7651,Ibadan,79392
W07652,Supply Center 7652,Abuja,76262
W07653,Distribution Hub 7653,Ogun,44436
W07654,Distribution Hub 7654,Port Harcourt,38500
W07655,Distribution Hub 7655,Lagos,14312
W07656,Central Warehouse 7656,Port Harcourt,35077
W07657,Distribution Hub 7657,Lagos,94049
W07658,Central Warehouse 7658,Lagos,99089
W07659,Central Warehouse 7659,Port Harcourt,88808
W07660,Supply Center 7660,Port Harcourt,4694
W07661,Central Warehouse 7661,Lagos,27782
W07662,Supply Center 7662,Kano,95448
W07663,Supply Center 7663,Abuja,18590
W07664,Central Warehouse 7664,Port Harcourt,48815
W07665,Distribution Hub 7665,Ogun,46543
W07666,Central Warehouse 7666,Ibadan,66256
W07667,Distribution Hub 7667,Kano,19578
W07668,Central Warehouse 7668,Ibadan,75491
W07669,Distribution Hub 7669,Ibadan,18917
W07670,Central Warehouse 7670,Lagos,56388
W07671,Supply Center 7671,Abuja,37576
W07672,Distribution Hub 7672,Abuja,57258
W07673,Central Warehouse 7673,Abuja,52869
W07674,Central Warehouse 7674,Abuja,52072
W07675,Central Warehouse 7675,Abuja,93024
W07676,Supply Center 7676,Ibadan,18515
W07677,Central Warehouse 7677,Kano,18447
W07678,Central Warehouse 7678,Kano,25048
W07679,Supply Center 7679,Ibadan,71551
W07680,Supply Center 7680,Ibadan,17388
W07681,Supply Center 7681,Ogun,73869
W07682,Distribution Hub 7682,Lagos,50325
W07683,Supply Center 7683,Ibadan,74842
W07684,Distribution Hub 7684,Port Harcourt,73309
W07685,Supply Center 7685,Ibadan,63940
W07686,Supply Center 7686,Ibadan,4729
W07687,Central Warehouse 7687,Port Harcourt,9002
W07688,Distribution Hub 7688,Abuja,69240
W07689,Central Warehouse 7689,Ogun,3556
W07690,Supply Center 7690,Kano,10019
W07691,Central Warehouse 7691,Ogun,43806
W07692,Distribution Hub 7692,Kano,12151
W07693,Distribution Hub 7693,Port Harcourt,97798
W07694,Supply Center 7694,Kano,84370
W07695,Supply Center 7695,Ibadan,96530
W07696,Supply Center 7696,Ogun,25899
W07697,Distribution Hub 7697,Lagos,16884
W07698,Supply Center 7698,Abuja,61279
W07699,Distribution Hub 7699,Ibadan,59733
W07700,Distribution Hub 7700,Ogun,10224
W07701,Central Warehouse 7701,Kano,29099
W07702,Distribution Hub 7702,Kano,13289
W07703,Central Warehouse 7703,Abuja,7010
W07704,Central Warehouse 7704,Abuja,18607
W07705,Supply Center 7705,Kano,97962
W07706,Central Warehouse 7706,Ibadan,96881
W07707,Distribution Hub 7707,Port Harcourt,62988
W07708,Central Warehouse 7708,Ogun,91095
W07709,Supply Center 7709,Abuja,72956
W07710,Distribution Hub 7710,Lagos,62935
W07711,Supply Center 7711,Abuja,42057
W07712,Central Warehouse 7712,Ogun,36126
W07713,Supply Center 7713,Ogun,79635
W07714,Supply Center 7714,Lagos,19536
W07715,Central Warehouse 7715,Abuja,88876
W07716,Central Warehouse 7716,Kano,45250
W07717,Distribution Hub 7717,Port Harcourt,68729
W07718,Supply Center 7718,Kano,25523
W07719,Supply Center 7719,Ogun,60400
W07720,Supply Center 7720,Abuja,47526
W07721,Central Warehouse 7721,Kano,20605
W07722,Central Warehouse 7722,Ibadan,50514
W07723,Distribution Hub 7723,Ibadan,11663
W07724,Supply Center 7724,Ibadan,17112
W07725,Supply Center 7725,Ogun,65952
W07726,Supply Center 7726,Ibadan,91907
W07727,Distribution Hub 7727,Lagos,1277
W07728,Distribution Hub 7728,Abuja,47681
W07729,Supply Center 7729,Ibadan,68868
W07730,Supply Center 7730,Ogun,36997
W07731,Distribution Hub 7731,Ogun,43961
W07732,Supply Center 7732,Port Harcourt,7715
W07733,Distribution Hub 7733,Lagos,77494
W07734,Central Warehouse 7734,Lagos,15676
W07735,Distribution Hub 7735,Port Harcourt,74152
W07736,Central Warehouse 7736,Ogun,66884
W07737,Central Warehouse 7737,Ogun,44045
W07738,Supply Center 7738,Ibadan,36099
W07739,Central Warehouse 7739,Ibadan,7538
W07740,Distribution Hub 7740,Kano,33088
W07741,Distribution Hub 7741,Ibadan,18630
W07742,Distribution Hub 7742,Kano,17397
W07743,Central Warehouse 7743,Ibadan,65761
W07744,Central Warehouse 7744,Kano,38840
W07745,Supply Center 7745,Port Harcourt,5297
W07746,Supply Center 7746,Lagos,34602
W07747,Supply Center 7747,Ibadan,98705
W07748,Distribution Hub 7748,Port Harcourt,48839
W07749,Central Warehouse 7749,Ibadan,31710
W07750,Central Warehouse 7750,Lagos,50395
W07751,Distribution Hub 7751,Abuja,54027
W07752,Central Warehouse 7752,Ibadan,45433
W07753,Central Warehouse 7753,Ogun,55947
W07754,Supply Center 7754,Kano,76409
W07755,Central Warehouse 7755,Ogun,70769
W07756,Central Warehouse 7756,Ogun,5803
W07757,Distribution Hub 7757,Lagos,24939
W07758,Distribution Hub 7758,Port Harcourt,9052
W07759,Central Warehouse 7759,Port Harcourt,82666
W07760,Distribution Hub 7760,Abuja,99104
W07761,Supply Center 7761,Ogun,5086
W07762,Distribution Hub 7762,Ogun,63250
W07763,Supply Center 7763,Port Harcourt,41624
W07764,Central Warehouse 7764,Port Harcourt,69880
W07765,Distribution Hub 7765,Abuja,67165
W07766,Central Warehouse 7766,Port Harcourt,71081
W07767,Distribution Hub 7767,Ibadan,91896
W07768,Supply Center 7768,Abuja,37579
W07769,Supply Center 7769,Abuja,57884
W07770,Distribution Hub 7770,Port Harcourt,27113
W07771,Distribution Hub 7771,Ogun,33553
W07772,Supply Center 7772,Ibadan,64222
W07773,Supply Center 7773,Lagos,22359
W07774,Central Warehouse 7774,Kano,21381
W07775,Central Warehouse 7775,Kano,64604
W07776,Central Warehouse 7776,Lagos,14136
W07777,Supply Center 7777,Ogun,85709
W07778,Supply Center 7778,Ogun,99674
W07779,Distribution Hub 7779,Abuja,32183
W07780,Distribution Hub 7780,Kano,94744
W07781,Supply Center 7781,Ogun,79241
W07782,Central Warehouse 7782,Ogun,49636
W07783,Supply Center 7783,Lagos,10724
W07784,Supply Center 7784,Ogun,21665
W07785,Distribution Hub 7785,Kano,13417
W07786,Supply Center 7786,Abuja,98965
W07787,Distribution Hub 7787,Kano,95774
W07788,Central Warehouse 7788,Ogun,16719
W07789,Central Warehouse 7789,Ibadan,27447
W07790,Supply Center 7790,Abuja,16443
W07791,Supply Center 7791,Lagos,78581
W07792,Supply Center 7792,Ogun,3715
W07793,Distribution Hub 7793,Ogun,87135
W07794,Central Warehouse 7794,Abuja,89623
W07795,Distribution Hub 7795,Ibadan,29768
W07796,Central Warehouse 7796,Ogun,70218
W07797,Distribution Hub 7797,Abuja,97428
W07798,Supply Center 7798,Ibadan,33190
W07799,Central Warehouse 7799,Lagos,48855
W07800,Supply Center 7800,Kano,19614
W07801,Central Warehouse 7801,Abuja,57897
W07802,Distribution Hub 7802,Kano,34272
W07803,Supply Center 7803,Ibadan,45339
W07804,Supply Center 7804,Lagos,84639
W07805,Distribution Hub 7805,Kano,34706
W07806,Central Warehouse 7806,Lagos,63536
W07807,Supply Center 7807,Abuja,68997
W07808,Supply Center 7808,Ogun,4591
W07809,Central Warehouse 7809,Ibadan,62815
W07810,Distribution Hub 7810,Ogun,44935
W07811,Distribution Hub 7811,Ibadan,90665
W07812,Supply Center 7812,Ogun,50810
W07813,Distribution Hub 7813,Port Harcourt,90173
W07814,Central Warehouse 7814,Port Harcourt,94773
W07815,Supply Center 7815,Abuja,53792
W07816,Supply Center 7816,Lagos,2063
W07817,Distribution Hub 7817,Kano,31011
W07818,Central Warehouse 7818,Lagos,64024
W07819,Supply Center 7819,Ogun,13690
W07820,Supply Center 7820,Ogun,52717
W07821,Supply Center 7821,Ibadan,33375
W07822,Supply Center 7822,Ibadan,30833
W07823,Supply Center 7823,Ogun,16120
W07824,Supply Center 7824,Lagos,4696
W07825,Supply Center 7825,Port Harcourt,54525
W07826,Distribution Hub 7826,Ogun,81939
W07827,Distribution Hub 7827,Kano,31546
W07828,Central Warehouse 7828,Lagos,35613
W07829,Distribution Hub 7829,Ibadan,76829
W07830,Central Warehouse 7830,Kano,43892
W07831,Distribution Hub 7831,Port Harcourt,41125
W07832,Central Warehouse 7832,Lagos,81148
W07833,Distribution Hub 7833,Kano,49671
W07834,Supply Center 7834,Abuja,96612
W07835,Distribution Hub 7835,Kano,98220
W07836,Supply Center 7836,Abuja,86960
W07837,Supply Center 7837,Port Harcourt,64095
W07838,Supply Center 7838,Abuja,3735
W07839,Supply Center 7839,Abuja,8744
W07840,Supply Center 7840,Port Harcourt,82273
W07841,Supply Center 7841,Ogun,49066
W07842,Distribution Hub 7842,Kano,22170
W07843,Distribution Hub 7843,Abuja,17616
W07844,Supply Center 7844,Ogun,11926
W07845,Distribution Hub 7845,Kano,62463
W07846,Central Warehouse 7846,Abuja,59588
W07847,Central Warehouse 7847,Ogun,87567
W07848,Central Warehouse 7848,Kano,82446
W07849,Supply Center 7849,Abuja,57411
W07850,Supply Center 7850,Ibadan,15076
W07851,Distribution Hub 7851,Ogun,5835
W07852,Central Warehouse 7852,Lagos,47338
W07853,Supply Center 7853,Lagos,44142
W07854,Distribution Hub 7854,Ogun,14814
W07855,Distribution Hub 7855,Ogun,5039
W07856,Distribution Hub 7856,Port Harcourt,52967
W07857,Central Warehouse 7857,Abuja,3477
W07858,Distribution Hub 7858,Lagos,48364
W07859,Supply Center 7859,Lagos,33376
W07860,Distribution Hub 7860,Lagos,68725
W07861,Central Warehouse 7861,Port Harcourt,93596
W07862,Distribution Hub 7862,Lagos,38927
W07863,Supply Center 7863,Lagos,3475
W07864,Supply Center 7864,Lagos,75646
W07865,Supply Center 7865,Ogun,22538
W07866,Supply Center 7866,Ogun,72556
W07867,Central Warehouse 7867,Ogun,73766
W07868,Supply Center 7868,Kano,88429
W07869,Central Warehouse 7869,Lagos,54016
W07870,Distribution Hub 7870,Ibadan,51477
W07871,Distribution Hub 7871,Ogun,36863
W07872,Distribution Hub 7872,Port Harcourt,10021
W07873,Supply Center 7873,Abuja,21991
W07874,Central Warehouse 7874,Port Harcourt,53237
W07875,Central Warehouse 7875,Ogun,39098
W07876,Central Warehouse 7876,Kano,17891
W07877,Supply Center 7877,Kano,23932
W07878,Distribution Hub 7878,Lagos,53395
W07879,Distribution Hub 7879,Ogun,32986
W07880,Distribution Hub 7880,Abuja,6727
W07881,Distribution Hub 7881,Ogun,69333
W07882,Supply Center 7882,Ibadan,34361
W07883,Distribution Hub 7883,Ogun,39615
W07884,Supply Center 7884,Kano,3213
W07885,Supply Center 7885,Ibadan,39318
W07886,Supply Center 7886,Lagos,29785
W07887,Central Warehouse 7887,Ogun,59941
W07888,Central Warehouse 7888,Ibadan,32715
W07889,Distribution Hub 7889,Abuja,79055
W07890,Distribution Hub 7890,Ogun,80622
W07891,Supply Center 7891,Ibadan,96786
W07892,Distribution Hub 7892,Kano,48851
W07893,Supply Center 7893,Ogun,72685
W07894,Supply Center 7894,Lagos,95235
W07895,Distribution Hub 7895,Kano,82957
W07896,Supply Center 7896,Lagos,42735
W07897,Distribution Hub 7897,Abuja,32502
W07898,Distribution Hub 7898,Ibadan,25981
W07899,Central Warehouse 7899,Port Harcourt,32093
W07900,Central Warehouse 7900,Abuja,50642
W07901,Distribution Hub 7901,Ogun,88798
W07902,Central Warehouse 7902,Ogun,42784
W07903,Distribution Hub 7903,Abuja,12495
W07904,Central Warehouse 7904,Port Harcourt,2396
W07905,Distribution Hub 7905,Kano,41041
W07906,Central Warehouse 7906,Port Harcourt,93558
W07907,Central Warehouse 7907,Ogun,18651
W07908,Central Warehouse 7908,Ibadan,83340
W07909,Distribution Hub 7909,Abuja,92452
W07910,Central Warehouse 7910,Lagos,14344
W07911,Central Warehouse 7911,Lagos,39323
W07912,Supply Center 7912,Ibadan,41157
W07913,Distribution Hub 7913,Port Harcourt,32189
W07914,Distribution Hub 7914,Ibadan,30155
W07915,Distribution Hub 7915,Ibadan,67649
W07916,Central Warehouse 7916,Kano,53834
W07917,Central Warehouse 7917,Ogun,20162
W07918,Supply Center 7918,Kano,73866
W07919,Distribution Hub 7919,Kano,13747
W07920,Supply Center 7920,Kano,66972
W07921,Supply Center 7921,Lagos,67154
W07922,Supply Center 7922,Abuja,26876
W07923,Distribution Hub 7923,Port Harcourt,10613
W07924,Central Warehouse 7924,Ibadan,58467
W07925,Central Warehouse 7925,Ibadan,96770
W07926,Central Warehouse 7926,Lagos,84947
W07927,Central Warehouse 7927,Ibadan,5218
W07928,Central Warehouse 7928,Kano,10580
W07929,Distribution Hub 7929,Lagos,82306
W07930,Supply Center 7930,Lagos,95144
W07931,Distribution Hub 7931,Port Harcourt,93447
W07932,Central Warehouse 7932,Lagos,35611
W07933,Central Warehouse 7933,Abuja,14542
W07934,Central Warehouse 7934,Kano,11370
W07935,Supply Center 7935,Lagos,42769
W07936,Distribution Hub 7936,Lagos,22560
W07937,Central Warehouse 7937,Ibadan,72308
W07938,Supply Center 7938,Lagos,55372
W07939,Distribution Hub 7939,Ogun,2417
W07940,Distribution Hub 7940,Kano,73941
W07941,Supply Center 7941,Kano,56844
W07942,Central Warehouse 7942,Ogun,88537
W07943,Central Warehouse 7943,Lagos,89817
W07944,Central Warehouse 7944,Kano,25448
W07945,Distribution Hub 7945,Port Harcourt,29549
W07946,Supply Center 7946,Abuja,8303
W07947,Central Warehouse 7947,Abuja,25920
W07948,Distribution Hub 7948,Port Harcourt,44620
W07949,Central Warehouse 7949,Port Harcourt,87130
W07950,Central Warehouse 7950,Lagos,16353
W07951,Central Warehouse 7951,Abuja,12396
W07952,Central Warehouse 7952,Kano,47025
W07953,Central Warehouse 7953,Kano,53772
W07954,Distribution Hub 7954,Abuja,47526
W07955,Distribution Hub 7955,Kano,89506
W07956,Distribution Hub 7956,Lagos,26440
W07957,Supply Center 7957,Abuja,10452
W07958,Central Warehouse 7958,Lagos,63950
W07959,Distribution Hub 7959,Kano,35462
W07960,Distribution Hub 7960,Ogun,39147
W07961,Central Warehouse 7961,Kano,32464
W07962,Distribution Hub 7962,Lagos,89699
W07963,Supply Center 7963,Ibadan,5610
W07964,Distribution Hub 7964,Lagos,37182
W07965,Supply Center 7965,Kano,92271
W07966,Supply Center 7966,Kano,98830
W07967,Distribution Hub 7967,Ibadan,57974
W07968,Central Warehouse 7968,Lagos,68279
W07969,Central Warehouse 7969,Lagos,67181
W07970,Distribution Hub 7970,Abuja,42540
W07971,Central Warehouse 7971,Ogun,18019
W07972,Central Warehouse 7972,Abuja,64894
W07973,Supply Center 7973,Ogun,54226
W07974,Supply Center 7974,Lagos,44026
W07975,Distribution Hub 7975,Port Harcourt,36133
W07976,Supply Center 7976,Ogun,89955
W07977,Central Warehouse 7977,Lagos,85968
W07978,Distribution Hub 7978,Abuja,53998
W07979,Supply Center 7979,Kano,37718
W07980,Distribution Hub 7980,Ogun,72173
W07981,Supply Center 7981,Ogun,39162
W07982,Supply Center 7982,Abuja,86929
W07983,Central Warehouse 7983,Kano,4682
W07984,Central Warehouse 7984,Port Harcourt,73389
W07985,Distribution Hub 7985,Ibadan,44615
W07986,Supply Center 7986,Kano,1242
W07987,Supply Center 7987,Ogun,48949
W07988,Central Warehouse 7988,Port Harcourt,36145
W07989,Central Warehouse 7989,Lagos,20915
W07990,Supply Center 7990,Ibadan,36701
W07991,Central Warehouse 7991,Lagos,30737
W07992,Supply Center 7992,Lagos,32417
W07993,Distribution Hub 7993,Ogun,78702
W07994,Distribution Hub 7994,Abuja,23559
W07995,Supply Center 7995,Ogun,76436
W07996,Central Warehouse 7996,Lagos,99776
W07997,Distribution Hub 7997,Abuja,25205
W07998,Supply Center 7998,Kano,21727
W07999,Distribution Hub 7999,Ogun,38705
W08000,Distribution Hub 8000,Ogun,28033
W08001,Central Warehouse 8001,Kano,12921
W08002,Supply Center 8002,Lagos,28221
W08003,Central Warehouse 8003,Abuja,64334
W08004,Central Warehouse 8004,Ibadan,19267
W08005,Central Warehouse 8005,Abuja,57967
W08006,Supply Center 8006,Port Harcourt,60678
W08007,Supply Center 8007,Abuja,7703
W08008,Supply Center 8008,Port Harcourt,88821
W08009,Supply Center 8009,Kano,35988
W08010,Distribution Hub 8010,Ogun,19313
W08011,Central Warehouse 8011,Ibadan,76123
W08012,Supply Center 8012,Abuja,79546
W08013,Supply Center 8013,Kano,70713
W08014,Distribution Hub 8014,Kano,97613
W08015,Distribution Hub 8015,Ibadan,40825
W08016,Central Warehouse 8016,Kano,63392
W08017,Supply Center 8017,Ogun,1500
W08018,Distribution Hub 8018,Port Harcourt,15453
W08019,Distribution Hub 8019,Ogun,95374
W08020,Supply Center 8020,Lagos,67318
W08021,Central Warehouse 8021,Kano,69229
W08022,Central Warehouse 8022,Ogun,69604
W08023,Central Warehouse 8023,Ibadan,76014
W08024,Distribution Hub 8024,Abuja,24304
W08025,Distribution Hub 8025,Abuja,57202
W08026,Supply Center 8026,Port Harcourt,63924
W08027,Supply Center 8027,Port Harcourt,61907
W08028,Distribution Hub 8028,Lagos,45711
W08029,Supply Center 8029,Lagos,95046
W08030,Central Warehouse 8030,Kano,60194
W08031,Supply Center 8031,Abuja,19051
W08032,Supply Center 8032,Port Harcourt,19925
W08033,Distribution Hub 8033,Abuja,27132
W08034,Distribution Hub 8034,Port Harcourt,88149
W08035,Distribution Hub 8035,Kano,80471
W08036,Central Warehouse 8036,Ogun,10391
W08037,Central Warehouse 8037,Port Harcourt,73922
W08038,Distribution Hub 8038,Ibadan,51769
W08039,Distribution Hub 8039,Abuja,51912
W08040,Supply Center 8040,Lagos,16146
W08041,Distribution Hub 8041,Port Harcourt,19339
W08042,Supply Center 8042,Kano,23470
W08043,Distribution Hub 8043,Port Harcourt,72254
W08044,Supply Center 8044,Port Harcourt,69243
W08045,Distribution Hub 8045,Lagos,47428
W08046,Distribution Hub 8046,Kano,14244
W08047,Supply Center 8047,Abuja,44526
W08048,Distribution Hub 8048,Kano,74207
W08049,Central Warehouse 8049,Abuja,85668
W08050,Supply Center 8050,Lagos,62229
W08051,Central Warehouse 8051,Ogun,16218
W08052,Distribution Hub 8052,Kano,4344
W08053,Distribution Hub 8053,Lagos,44305
W08054,Central Warehouse 8054,Ibadan,40865
W08055,Supply Center 8055,Lagos,25620
W08056,Distribution Hub 8056,Lagos,24730
W08057,Distribution Hub 8057,Port Harcourt,77233
W08058,Supply Center 8058,Kano,24433
W08059,Central Warehouse 8059,Lagos,45539
W08060,Supply Center 8060,Ogun,7603
W08061,Supply Center 8061,Ogun,46194
W08062,Distribution Hub 8062,Ibadan,38370
W08063,Central Warehouse 8063,Port Harcourt,14820
W08064,Distribution Hub 8064,Abuja,78568
W08065,Supply Center 8065,Ibadan,90148
